complaint_id,reported_at,fraud_type,reported_amount,state,district,reporting_channel,victim_entity_id,initial_priority,data_classification
CMP-007666,2026-01-20T10:26:01+00:00,Loan Scam,14214.52,Delhi,New Delhi,Police Station,ENT-004991,HIGH,SYNTHETIC
CMP-007667,2026-02-18T19:44:08+00:00,Marketplace,20136.43,Madhya Pradesh,Indore,1930,ENT-004841,HIGH,SYNTHETIC
CMP-007668,2026-03-06T05:36:58+00:00,Investment,2362.15,Delhi,South East Delhi,Citizen App,ENT-007971,LOW,SYNTHETIC
CMP-007669,2026-03-19T11:56:41+00:00,Marketplace,19368.88,Bihar,Muzaffarpur,Portal,ENT-009395,MEDIUM,SYNTHETIC
CMP-007670,2026-02-18T03:45:16+00:00,Loan Scam,11878.92,Delhi,New Delhi,Bank Referral,ENT-007879,LOW,SYNTHETIC
CMP-007671,2026-02-24T06:24:16+00:00,Loan Scam,4701.53,Uttar Pradesh,Jaunpur,Police Station,ENT-000367,HIGH,SYNTHETIC
CMP-007672,2026-01-04T03:49:57+00:00,Phishing,8634.52,Karnataka,Mysuru,Bank Referral,ENT-009043,MEDIUM,SYNTHETIC
CMP-007673,2026-04-07T05:54:46+00:00,Marketplace,144307.41,Madhya Pradesh,Jabalpur,Bank Referral,ENT-007244,LOW,SYNTHETIC
CMP-007674,2026-03-25T02:09:34+00:00,Loan Scam,5800.53,Bihar,Gaya,Portal,ENT-003747,LOW,SYNTHETIC
CMP-007675,2026-05-01T20:18:41+00:00,UPI,15287.65,Bihar,Muzaffarpur,Bank Referral,ENT-008193,LOW,SYNTHETIC
CMP-007676,2026-06-01T23:05:04+00:00,Phishing,6801.6,Bihar,Bhagalpur,Police Station,ENT-010310,MEDIUM,SYNTHETIC
CMP-007677,2026-03-09T18:19:54+00:00,Card Fraud,18710.59,Bihar,Gaya,Portal,ENT-001833,HIGH,SYNTHETIC
CMP-007678,2026-03-15T22:48:13+00:00,Investment,5376.23,West Bengal,North 24 Parganas,Portal,ENT-011209,MEDIUM,SYNTHETIC
CMP-007679,2026-06-19T19:51:08+00:00,Phishing,9389.62,Telangana,Warangal,Citizen App,ENT-005735,HIGH,SYNTHETIC
CMP-007680,2026-04-27T13:50:43+00:00,UPI,9426.75,Bihar,Bhagalpur,Portal,ENT-011441,LOW,SYNTHETIC
CMP-007681,2026-06-22T12:06:44+00:00,Impersonation,18119.61,Delhi,South East Delhi,Police Station,ENT-007609,HIGH,SYNTHETIC
CMP-007682,2026-05-06T11:57:24+00:00,Phishing,15403.51,Delhi,New Delhi,Bank Referral,ENT-002156,LOW,SYNTHETIC
CMP-007683,2026-01-19T13:23:06+00:00,Phishing,10289.07,Rajasthan,Udaipur,Police Station,ENT-005536,MEDIUM,SYNTHETIC
CMP-007684,2026-04-28T16:21:22+00:00,Loan Scam,12826.57,Madhya Pradesh,Jabalpur,Citizen App,ENT-011708,LOW,SYNTHETIC
CMP-007685,2026-03-21T07:42:30+00:00,Phishing,36851.36,Uttar Pradesh,Lucknow,1930,ENT-008692,MEDIUM,SYNTHETIC
CMP-007686,2026-02-20T22:09:53+00:00,Impersonation,5947.52,Maharashtra,Thane,Citizen App,ENT-009713,LOW,SYNTHETIC
CMP-007687,2026-03-11T21:29:13+00:00,Phishing,13013.46,Tamil Nadu,Coimbatore,Portal,ENT-010014,HIGH,SYNTHETIC
CMP-007688,2026-04-23T16:15:21+00:00,Marketplace,9144.95,Karnataka,Bengaluru Urban,Bank Referral,ENT-004125,LOW,SYNTHETIC
CMP-007689,2026-06-27T20:37:10+00:00,Marketplace,1958.14,Bihar,Bhagalpur,Police Station,ENT-006618,LOW,SYNTHETIC
CMP-007690,2026-03-17T20:27:54+00:00,Impersonation,888.86,Rajasthan,Kota,1930,ENT-008050,LOW,SYNTHETIC
CMP-007691,2026-01-08T08:58:27+00:00,Loan Scam,55542.57,Karnataka,Mangaluru,Citizen App,ENT-005343,LOW,SYNTHETIC
CMP-007692,2026-03-27T05:09:07+00:00,Impersonation,3164.46,Maharashtra,Thane,Citizen App,ENT-009348,LOW,SYNTHETIC
CMP-007693,2026-04-12T23:27:53+00:00,Remote Access,11075.92,Rajasthan,Jodhpur,Citizen App,ENT-006548,MEDIUM,SYNTHETIC
CMP-007694,2026-03-02T15:03:44+00:00,Loan Scam,9815.31,Madhya Pradesh,Bhopal,Police Station,ENT-011466,HIGH,SYNTHETIC
CMP-007695,2026-01-16T01:26:23+00:00,Loan Scam,35564.42,Bihar,Gaya,Portal,ENT-010686,HIGH,SYNTHETIC
CMP-007696,2026-02-24T10:52:41+00:00,Impersonation,22520.03,Rajasthan,Jodhpur,Citizen App,ENT-009589,MEDIUM,SYNTHETIC
CMP-007697,2026-06-01T21:55:36+00:00,Impersonation,5684.23,Telangana,Nizamabad,Portal,ENT-004674,LOW,SYNTHETIC
CMP-007698,2026-01-01T10:07:12+00:00,Phishing,52643.14,Bihar,Muzaffarpur,Police Station,ENT-008149,HIGH,SYNTHETIC
CMP-007699,2026-04-13T19:31:58+00:00,Impersonation,12455.41,Karnataka,Mangaluru,Police Station,ENT-002359,HIGH,SYNTHETIC
CMP-007700,2026-01-22T17:39:46+00:00,Card Fraud,20489.69,Karnataka,Mysuru,Bank Referral,ENT-010663,MEDIUM,SYNTHETIC
CMP-007701,2026-04-22T09:41:48+00:00,Investment,5100.42,West Bengal,Kolkata,1930,ENT-011171,LOW,SYNTHETIC
CMP-007702,2026-03-24T10:59:16+00:00,Marketplace,13109.37,West Bengal,Kolkata,Police Station,ENT-005792,MEDIUM,SYNTHETIC
CMP-007703,2026-03-13T00:27:47+00:00,Investment,8573.43,Maharashtra,Nagpur,Bank Referral,ENT-008253,MEDIUM,SYNTHETIC
CMP-007704,2026-06-10T10:30:47+00:00,Phishing,5681.47,Rajasthan,Jaipur,Bank Referral,ENT-008782,HIGH,SYNTHETIC
CMP-007705,2026-02-20T04:35:43+00:00,Loan Scam,8842.6,Delhi,New Delhi,Bank Referral,ENT-008387,LOW,SYNTHETIC
CMP-007706,2026-02-04T02:11:42+00:00,Loan Scam,11868.61,Uttar Pradesh,Jaunpur,Bank Referral,ENT-007366,MEDIUM,SYNTHETIC
CMP-007707,2026-05-06T13:31:46+00:00,Card Fraud,56213.11,Rajasthan,Kota,Portal,ENT-008555,HIGH,SYNTHETIC
CMP-007708,2026-05-20T00:59:21+00:00,Remote Access,12316.86,Bihar,Gaya,Citizen App,ENT-006030,LOW,SYNTHETIC
CMP-007709,2026-03-16T19:02:44+00:00,Impersonation,30035.47,Delhi,South East Delhi,Citizen App,ENT-011745,MEDIUM,SYNTHETIC
CMP-007710,2026-02-18T04:22:38+00:00,Loan Scam,4351.61,West Bengal,Kolkata,Portal,ENT-000020,HIGH,SYNTHETIC
CMP-007711,2026-05-15T19:03:20+00:00,Impersonation,12016.54,Rajasthan,Udaipur,Bank Referral,ENT-009168,LOW,SYNTHETIC
CMP-007712,2026-01-20T18:24:19+00:00,Investment,54074.87,Maharashtra,Nagpur,Portal,ENT-011261,LOW,SYNTHETIC
CMP-007713,2026-05-23T20:59:01+00:00,Marketplace,5791.8,Tamil Nadu,Coimbatore,Bank Referral,ENT-000309,LOW,SYNTHETIC
CMP-007714,2026-02-01T08:55:40+00:00,Impersonation,6241.07,Delhi,New Delhi,Citizen App,ENT-003324,MEDIUM,SYNTHETIC
CMP-007715,2026-05-16T09:55:23+00:00,Phishing,9352.07,Uttar Pradesh,Kanpur Nagar,Portal,ENT-003244,HIGH,SYNTHETIC
CMP-007716,2026-02-01T19:07:00+00:00,UPI,7482.23,Uttar Pradesh,Kanpur Nagar,Citizen App,ENT-003770,HIGH,SYNTHETIC
CMP-007717,2026-06-08T18:56:10+00:00,Impersonation,6144.74,Tamil Nadu,Coimbatore,Citizen App,ENT-007396,MEDIUM,SYNTHETIC
CMP-007718,2026-01-23T02:43:22+00:00,Remote Access,24517.73,West Bengal,Howrah,Bank Referral,ENT-005957,HIGH,SYNTHETIC
CMP-007719,2026-02-24T15:09:14+00:00,Marketplace,21907.7,Rajasthan,Udaipur,1930,ENT-006943,LOW,SYNTHETIC
CMP-007720,2026-01-24T14:51:08+00:00,Remote Access,5338.59,Bihar,Bhagalpur,Portal,ENT-005355,MEDIUM,SYNTHETIC
CMP-007721,2026-01-05T14:10:46+00:00,Remote Access,23939.73,Karnataka,Mangaluru,Bank Referral,ENT-003765,LOW,SYNTHETIC
CMP-007722,2026-03-31T06:58:59+00:00,Remote Access,6417.61,Rajasthan,Jaipur,Bank Referral,ENT-006360,HIGH,SYNTHETIC
CMP-007723,2026-04-10T22:51:17+00:00,Impersonation,14867.35,Karnataka,Mangaluru,Citizen App,ENT-001350,MEDIUM,SYNTHETIC
CMP-007724,2026-05-17T21:31:19+00:00,Loan Scam,49432.13,Madhya Pradesh,Indore,1930,ENT-001559,HIGH,SYNTHETIC
CMP-007725,2026-06-18T13:21:03+00:00,Investment,26401.56,Rajasthan,Jodhpur,Portal,ENT-007810,HIGH,SYNTHETIC
CMP-007726,2026-04-03T01:55:41+00:00,UPI,36012.99,Karnataka,Mysuru,1930,ENT-006141,LOW,SYNTHETIC
CMP-007727,2026-04-14T21:11:36+00:00,Card Fraud,59252.66,Tamil Nadu,Chennai,Citizen App,ENT-008926,LOW,SYNTHETIC
CMP-007728,2026-03-18T00:10:47+00:00,Marketplace,16505.1,Uttar Pradesh,Lucknow,Police Station,ENT-005542,MEDIUM,SYNTHETIC
CMP-007729,2026-05-23T15:22:55+00:00,UPI,4328.54,Madhya Pradesh,Jabalpur,Citizen App,ENT-007561,MEDIUM,SYNTHETIC
CMP-007730,2026-03-07T13:20:50+00:00,Phishing,2630.26,Rajasthan,Jodhpur,Portal,ENT-011164,HIGH,SYNTHETIC
CMP-007731,2026-04-17T21:16:35+00:00,Loan Scam,6892.51,Karnataka,Mysuru,Bank Referral,ENT-008681,LOW,SYNTHETIC
CMP-007732,2026-06-12T21:05:31+00:00,Investment,37293.33,Madhya Pradesh,Indore,Bank Referral,ENT-009491,MEDIUM,SYNTHETIC
CMP-007733,2026-04-12T05:21:15+00:00,Phishing,18353.87,Rajasthan,Jodhpur,1930,ENT-003885,HIGH,SYNTHETIC
CMP-007734,2026-06-10T17:06:43+00:00,Impersonation,11602.59,Maharashtra,Nagpur,Bank Referral,ENT-010531,LOW,SYNTHETIC
CMP-007735,2026-01-04T14:41:11+00:00,Phishing,29325.37,Bihar,Patna,Bank Referral,ENT-009678,HIGH,SYNTHETIC
CMP-007736,2026-05-25T18:55:08+00:00,Remote Access,2862.51,Uttar Pradesh,Varanasi,Bank Referral,ENT-000510,LOW,SYNTHETIC
CMP-007737,2026-01-07T02:28:24+00:00,Loan Scam,2111.89,Bihar,Muzaffarpur,Bank Referral,ENT-001751,LOW,SYNTHETIC
CMP-007738,2026-04-02T15:07:52+00:00,Marketplace,10938.36,West Bengal,Howrah,Police Station,ENT-002110,HIGH,SYNTHETIC
CMP-007739,2026-01-22T06:19:51+00:00,Impersonation,5052.94,West Bengal,North 24 Parganas,Citizen App,ENT-008019,MEDIUM,SYNTHETIC
CMP-007740,2026-04-24T04:18:08+00:00,Marketplace,37388.45,Madhya Pradesh,Bhopal,Portal,ENT-004327,HIGH,SYNTHETIC
CMP-007741,2026-01-13T10:47:13+00:00,Impersonation,19827.27,Delhi,New Delhi,Citizen App,ENT-006848,HIGH,SYNTHETIC
CMP-007742,2026-01-07T21:03:39+00:00,Phishing,20289.31,Madhya Pradesh,Jabalpur,Portal,ENT-008350,MEDIUM,SYNTHETIC
CMP-007743,2026-02-15T23:51:02+00:00,UPI,3215.17,Karnataka,Bengaluru Urban,Portal,ENT-007539,LOW,SYNTHETIC
CMP-007744,2026-02-22T17:21:03+00:00,Investment,7128.01,Karnataka,Bengaluru Urban,1930,ENT-009702,MEDIUM,SYNTHETIC
CMP-007745,2026-02-23T04:55:05+00:00,Loan Scam,18603.32,West Bengal,Howrah,Portal,ENT-006442,MEDIUM,SYNTHETIC
CMP-007746,2026-06-06T18:41:15+00:00,Phishing,19192.26,Telangana,Hyderabad,Bank Referral,ENT-011327,HIGH,SYNTHETIC
CMP-007747,2026-06-07T04:54:14+00:00,Phishing,10999.58,Telangana,Hyderabad,Citizen App,ENT-006914,LOW,SYNTHETIC
CMP-007748,2026-02-01T15:29:04+00:00,Remote Access,5727.04,Bihar,Gaya,Police Station,ENT-011206,HIGH,SYNTHETIC
CMP-007749,2026-05-06T23:51:20+00:00,Card Fraud,6062.29,Madhya Pradesh,Indore,1930,ENT-001176,HIGH,SYNTHETIC
CMP-007750,2026-06-06T00:04:48+00:00,Phishing,14068.8,Delhi,North East Delhi,Portal,ENT-005467,HIGH,SYNTHETIC
CMP-007751,2026-03-23T05:43:36+00:00,Card Fraud,15645.23,Karnataka,Mangaluru,Citizen App,ENT-001758,HIGH,SYNTHETIC
CMP-007752,2026-02-09T09:36:01+00:00,Impersonation,4910.72,Tamil Nadu,Madurai,1930,ENT-005839,LOW,SYNTHETIC
CMP-007753,2026-05-24T20:04:18+00:00,Impersonation,4520.11,Telangana,Warangal,1930,ENT-005250,MEDIUM,SYNTHETIC
CMP-007754,2026-01-13T06:52:58+00:00,Loan Scam,5496.29,Maharashtra,Nagpur,Citizen App,ENT-003851,HIGH,SYNTHETIC
CMP-007755,2026-02-19T09:47:13+00:00,Marketplace,16795.79,Madhya Pradesh,Jabalpur,Portal,ENT-010094,LOW,SYNTHETIC
CMP-007756,2026-02-14T03:55:56+00:00,Remote Access,26225.76,West Bengal,North 24 Parganas,Bank Referral,ENT-008396,LOW,SYNTHETIC
CMP-007757,2026-04-23T04:52:46+00:00,Marketplace,6849.58,West Bengal,Howrah,Portal,ENT-006238,LOW,SYNTHETIC
CMP-007758,2026-05-09T10:09:19+00:00,Card Fraud,79224.78,Rajasthan,Udaipur,Bank Referral,ENT-007343,MEDIUM,SYNTHETIC
CMP-007759,2026-05-31T15:43:00+00:00,Marketplace,66230.5,Uttar Pradesh,Lucknow,Portal,ENT-008429,MEDIUM,SYNTHETIC
CMP-007760,2026-05-27T22:23:55+00:00,Remote Access,59461.84,Telangana,Warangal,Bank Referral,ENT-002838,LOW,SYNTHETIC
CMP-007761,2026-06-17T22:23:34+00:00,Loan Scam,1463.27,Karnataka,Mysuru,1930,ENT-005233,HIGH,SYNTHETIC
CMP-007762,2026-02-25T16:54:02+00:00,Remote Access,29125.25,Bihar,Gaya,Bank Referral,ENT-002847,MEDIUM,SYNTHETIC
CMP-007763,2026-06-12T07:56:07+00:00,Phishing,17439.7,Uttar Pradesh,Kanpur Nagar,Portal,ENT-007689,MEDIUM,SYNTHETIC
CMP-007764,2026-05-03T09:40:31+00:00,Phishing,10840.2,Karnataka,Bengaluru Urban,1930,ENT-010140,MEDIUM,SYNTHETIC
CMP-007765,2026-06-05T13:28:34+00:00,Phishing,13590.82,Rajasthan,Jodhpur,Citizen App,ENT-002623,MEDIUM,SYNTHETIC
CMP-007766,2026-03-28T15:33:47+00:00,Card Fraud,3296.98,Rajasthan,Jodhpur,Bank Referral,ENT-000274,HIGH,SYNTHETIC
CMP-007767,2026-06-11T22:48:54+00:00,Loan Scam,3237.25,Karnataka,Mangaluru,Police Station,ENT-007614,MEDIUM,SYNTHETIC
CMP-007768,2026-06-26T07:18:59+00:00,Investment,8553.45,Bihar,Patna,Bank Referral,ENT-006954,LOW,SYNTHETIC
CMP-007769,2026-03-21T02:47:32+00:00,Impersonation,27708.33,Tamil Nadu,Chennai,Portal,ENT-004217,HIGH,SYNTHETIC
CMP-007770,2026-02-01T22:25:28+00:00,Remote Access,7684.15,Bihar,Gaya,Bank Referral,ENT-002086,MEDIUM,SYNTHETIC
CMP-007771,2026-04-17T20:40:56+00:00,Phishing,9626.31,West Bengal,North 24 Parganas,Bank Referral,ENT-011812,MEDIUM,SYNTHETIC
CMP-007772,2026-01-13T23:47:38+00:00,Marketplace,23485.88,Madhya Pradesh,Indore,Bank Referral,ENT-003323,HIGH,SYNTHETIC
CMP-007773,2026-04-28T16:06:50+00:00,Impersonation,26639.98,Rajasthan,Jodhpur,Citizen App,ENT-005208,HIGH,SYNTHETIC
CMP-007774,2026-06-09T07:53:34+00:00,Remote Access,5010.86,West Bengal,Howrah,Police Station,ENT-004000,LOW,SYNTHETIC
CMP-007775,2026-03-06T04:29:14+00:00,Phishing,1208.69,Uttar Pradesh,Varanasi,1930,ENT-000047,HIGH,SYNTHETIC
CMP-007776,2026-03-31T22:50:27+00:00,Marketplace,6532.27,Madhya Pradesh,Bhopal,Portal,ENT-009655,MEDIUM,SYNTHETIC
CMP-007777,2026-03-25T04:35:30+00:00,Remote Access,16274.4,Tamil Nadu,Chennai,Citizen App,ENT-001750,LOW,SYNTHETIC
CMP-007778,2026-02-19T01:10:03+00:00,UPI,82527.14,Tamil Nadu,Madurai,Citizen App,ENT-001798,MEDIUM,SYNTHETIC
CMP-007779,2026-05-02T08:46:36+00:00,Investment,12788.62,Uttar Pradesh,Lucknow,Police Station,ENT-002619,LOW,SYNTHETIC
CMP-007780,2026-01-01T00:18:34+00:00,UPI,3734.14,Tamil Nadu,Madurai,1930,ENT-010661,MEDIUM,SYNTHETIC
CMP-007781,2026-03-30T10:14:34+00:00,UPI,2135.68,West Bengal,Kolkata,Police Station,ENT-008409,MEDIUM,SYNTHETIC
CMP-007782,2026-05-03T18:39:18+00:00,Impersonation,8156.57,Delhi,South East Delhi,1930,ENT-006517,HIGH,SYNTHETIC
CMP-007783,2026-02-16T23:42:33+00:00,Card Fraud,4657.27,Maharashtra,Nagpur,Citizen App,ENT-008921,HIGH,SYNTHETIC
CMP-007784,2026-05-04T15:45:00+00:00,Remote Access,16456.97,Karnataka,Mangaluru,Police Station,ENT-003171,LOW,SYNTHETIC
CMP-007785,2026-03-22T06:32:21+00:00,Marketplace,7512.91,Uttar Pradesh,Varanasi,Citizen App,ENT-007390,MEDIUM,SYNTHETIC
CMP-007786,2026-04-11T08:40:57+00:00,Marketplace,7632.56,Madhya Pradesh,Indore,Citizen App,ENT-003375,HIGH,SYNTHETIC
CMP-007787,2026-04-28T01:45:10+00:00,UPI,4116.35,West Bengal,Howrah,Police Station,ENT-009855,MEDIUM,SYNTHETIC
CMP-007788,2026-03-03T19:49:48+00:00,Marketplace,99945.32,Delhi,West Delhi,Citizen App,ENT-005104,HIGH,SYNTHETIC
CMP-007789,2026-05-25T12:47:56+00:00,Loan Scam,34380.79,Rajasthan,Jaipur,Citizen App,ENT-008636,MEDIUM,SYNTHETIC
CMP-007790,2026-04-08T09:03:29+00:00,Loan Scam,8653.72,Delhi,South East Delhi,Citizen App,ENT-004728,MEDIUM,SYNTHETIC
CMP-007791,2026-01-31T07:15:28+00:00,Loan Scam,19216.83,West Bengal,Howrah,Portal,ENT-000442,LOW,SYNTHETIC
CMP-007792,2026-01-05T10:57:23+00:00,Loan Scam,23106.43,Madhya Pradesh,Indore,Police Station,ENT-004047,HIGH,SYNTHETIC
CMP-007793,2026-06-13T23:25:20+00:00,Marketplace,17348.46,Uttar Pradesh,Lucknow,Portal,ENT-000212,HIGH,SYNTHETIC
CMP-007794,2026-06-07T19:35:07+00:00,Impersonation,5630.13,Bihar,Bhagalpur,Citizen App,ENT-003008,LOW,SYNTHETIC
CMP-007795,2026-04-15T23:05:29+00:00,Investment,21833.68,Rajasthan,Kota,Police Station,ENT-011602,LOW,SYNTHETIC
CMP-007796,2026-06-05T18:00:17+00:00,Remote Access,6886.69,Tamil Nadu,Madurai,Police Station,ENT-001772,HIGH,SYNTHETIC
CMP-007797,2026-03-14T13:19:28+00:00,Remote Access,11868.39,West Bengal,Kolkata,Portal,ENT-005807,MEDIUM,SYNTHETIC
CMP-007798,2026-04-03T11:06:17+00:00,Marketplace,52176.65,Maharashtra,Nagpur,Police Station,ENT-000533,MEDIUM,SYNTHETIC
CMP-007799,2026-03-16T09:19:50+00:00,Remote Access,29313.93,Rajasthan,Udaipur,Police Station,ENT-011755,HIGH,SYNTHETIC
CMP-007800,2026-02-03T00:47:56+00:00,Remote Access,4749.31,West Bengal,Kolkata,Bank Referral,ENT-010321,HIGH,SYNTHETIC
CMP-007801,2026-03-01T04:36:23+00:00,Impersonation,1347.96,Tamil Nadu,Coimbatore,1930,ENT-003059,LOW,SYNTHETIC
CMP-007802,2026-05-23T04:47:40+00:00,UPI,20984.52,Uttar Pradesh,Jaunpur,Citizen App,ENT-004372,MEDIUM,SYNTHETIC
CMP-007803,2026-05-20T14:09:18+00:00,Marketplace,10651.0,Rajasthan,Kota,Portal,ENT-009442,MEDIUM,SYNTHETIC
CMP-007804,2026-04-06T08:11:57+00:00,Marketplace,14103.94,Rajasthan,Udaipur,Citizen App,ENT-002542,LOW,SYNTHETIC
CMP-007805,2026-05-08T00:11:35+00:00,Marketplace,39158.04,Madhya Pradesh,Bhopal,Bank Referral,ENT-011774,HIGH,SYNTHETIC
CMP-007806,2026-03-21T08:51:44+00:00,Marketplace,16540.32,Maharashtra,Mumbai,1930,ENT-001839,LOW,SYNTHETIC
CMP-007807,2026-01-24T02:51:54+00:00,Impersonation,13314.6,Tamil Nadu,Chennai,Bank Referral,ENT-004100,MEDIUM,SYNTHETIC
CMP-007808,2026-01-21T05:29:34+00:00,UPI,2835.94,Uttar Pradesh,Gautam Buddha Nagar,Citizen App,ENT-008814,HIGH,SYNTHETIC
CMP-007809,2026-06-14T01:09:26+00:00,Remote Access,1892.45,Madhya Pradesh,Bhopal,Bank Referral,ENT-007191,HIGH,SYNTHETIC
CMP-007810,2026-06-25T17:55:59+00:00,Marketplace,21897.96,Telangana,Warangal,Portal,ENT-002454,LOW,SYNTHETIC
CMP-007811,2026-06-25T22:04:47+00:00,Card Fraud,10761.07,Karnataka,Mangaluru,Police Station,ENT-009419,LOW,SYNTHETIC
CMP-007812,2026-03-09T14:04:37+00:00,Marketplace,171338.95,Tamil Nadu,Chennai,Citizen App,ENT-003903,MEDIUM,SYNTHETIC
CMP-007813,2026-05-11T23:53:09+00:00,Marketplace,15477.88,Rajasthan,Jodhpur,Police Station,ENT-011692,HIGH,SYNTHETIC
CMP-007814,2026-01-22T14:03:56+00:00,Phishing,5754.88,Karnataka,Bengaluru Urban,Citizen App,ENT-007610,HIGH,SYNTHETIC
CMP-007815,2026-01-30T04:14:00+00:00,UPI,10546.32,Karnataka,Mysuru,Citizen App,ENT-008904,MEDIUM,SYNTHETIC
CMP-007816,2026-06-10T19:55:26+00:00,Remote Access,10608.2,Karnataka,Mangaluru,Bank Referral,ENT-005955,MEDIUM,SYNTHETIC
CMP-007817,2026-06-28T00:14:14+00:00,Card Fraud,19825.18,Uttar Pradesh,Jaunpur,Bank Referral,ENT-004639,LOW,SYNTHETIC
CMP-007818,2026-06-13T02:10:17+00:00,Remote Access,10038.19,Bihar,Muzaffarpur,1930,ENT-001164,MEDIUM,SYNTHETIC
CMP-007819,2026-04-02T12:38:39+00:00,Card Fraud,112496.27,West Bengal,Howrah,Portal,ENT-006316,MEDIUM,SYNTHETIC
CMP-007820,2026-04-17T21:23:04+00:00,Remote Access,1327.06,Tamil Nadu,Coimbatore,Citizen App,ENT-009746,HIGH,SYNTHETIC
CMP-007821,2026-03-10T20:42:28+00:00,Marketplace,25304.86,Maharashtra,Nashik,Police Station,ENT-008110,HIGH,SYNTHETIC
CMP-007822,2026-03-26T14:22:16+00:00,Card Fraud,11136.45,Delhi,South East Delhi,1930,ENT-009541,HIGH,SYNTHETIC
CMP-007823,2026-04-05T15:17:32+00:00,Remote Access,12674.64,Bihar,Gaya,1930,ENT-005312,LOW,SYNTHETIC
CMP-007824,2026-01-16T19:43:12+00:00,Impersonation,35264.71,Bihar,Muzaffarpur,Police Station,ENT-005300,HIGH,SYNTHETIC
CMP-007825,2026-02-25T10:35:15+00:00,Card Fraud,6807.03,Telangana,Hyderabad,Bank Referral,ENT-004289,LOW,SYNTHETIC
CMP-007826,2026-06-26T17:33:12+00:00,Loan Scam,134307.49,Bihar,Gaya,1930,ENT-000948,HIGH,SYNTHETIC
CMP-007827,2026-06-05T15:15:05+00:00,Investment,19347.62,Uttar Pradesh,Gautam Buddha Nagar,Citizen App,ENT-006882,MEDIUM,SYNTHETIC
CMP-007828,2026-03-21T13:35:42+00:00,Impersonation,12394.12,West Bengal,North 24 Parganas,Bank Referral,ENT-002862,MEDIUM,SYNTHETIC
CMP-007829,2026-02-24T06:55:27+00:00,Loan Scam,20249.18,Telangana,Hyderabad,Police Station,ENT-006616,HIGH,SYNTHETIC
CMP-007830,2026-04-07T18:33:37+00:00,UPI,37666.32,Karnataka,Bengaluru Urban,Portal,ENT-010608,MEDIUM,SYNTHETIC
CMP-007831,2026-03-30T01:21:26+00:00,Marketplace,24531.1,West Bengal,Kolkata,Police Station,ENT-011901,MEDIUM,SYNTHETIC
CMP-007832,2026-04-17T07:49:21+00:00,UPI,32218.08,Madhya Pradesh,Indore,Bank Referral,ENT-010147,HIGH,SYNTHETIC
CMP-007833,2026-02-08T22:12:28+00:00,Investment,1588.95,West Bengal,North 24 Parganas,Police Station,ENT-007106,LOW,SYNTHETIC
CMP-007834,2026-05-17T09:19:36+00:00,Marketplace,22628.51,West Bengal,Howrah,Police Station,ENT-004700,MEDIUM,SYNTHETIC
CMP-007835,2026-03-28T22:10:35+00:00,Investment,11003.11,Maharashtra,Nagpur,Citizen App,ENT-010887,HIGH,SYNTHETIC
CMP-007836,2026-06-05T11:47:08+00:00,Loan Scam,2363.2,Delhi,South East Delhi,Bank Referral,ENT-009235,HIGH,SYNTHETIC
CMP-007837,2026-06-23T22:25:10+00:00,Phishing,115926.12,Bihar,Bhagalpur,Police Station,ENT-006024,MEDIUM,SYNTHETIC
CMP-007838,2026-03-05T19:15:21+00:00,UPI,19591.82,Madhya Pradesh,Jabalpur,Police Station,ENT-002102,LOW,SYNTHETIC
CMP-007839,2026-04-21T18:42:15+00:00,Remote Access,915.6,Madhya Pradesh,Indore,Citizen App,ENT-007200,LOW,SYNTHETIC
CMP-007840,2026-04-28T16:49:20+00:00,Investment,10536.31,Rajasthan,Udaipur,Bank Referral,ENT-009560,MEDIUM,SYNTHETIC
CMP-007841,2026-03-01T00:43:37+00:00,Impersonation,19747.07,Uttar Pradesh,Lucknow,Bank Referral,ENT-002087,HIGH,SYNTHETIC
CMP-007842,2026-01-30T00:19:13+00:00,UPI,7659.08,West Bengal,Howrah,1930,ENT-001739,LOW,SYNTHETIC
CMP-007843,2026-01-07T01:52:38+00:00,Investment,24421.55,Delhi,North East Delhi,Citizen App,ENT-003286,MEDIUM,SYNTHETIC
CMP-007844,2026-06-03T14:24:44+00:00,Phishing,8835.65,Madhya Pradesh,Indore,Police Station,ENT-003889,HIGH,SYNTHETIC
CMP-007845,2026-06-18T09:42:02+00:00,Remote Access,12603.34,Rajasthan,Udaipur,Police Station,ENT-002624,LOW,SYNTHETIC
CMP-007846,2026-05-07T10:45:32+00:00,Marketplace,4117.9,Madhya Pradesh,Indore,Bank Referral,ENT-009406,MEDIUM,SYNTHETIC
CMP-007847,2026-01-27T09:20:26+00:00,Impersonation,41531.36,Delhi,South East Delhi,Police Station,ENT-001132,LOW,SYNTHETIC
CMP-007848,2026-06-14T12:02:34+00:00,Card Fraud,23524.71,Karnataka,Mangaluru,Citizen App,ENT-003822,HIGH,SYNTHETIC
CMP-007849,2026-02-07T13:48:17+00:00,Impersonation,60036.39,Karnataka,Mysuru,Police Station,ENT-003893,HIGH,SYNTHETIC
CMP-007850,2026-05-10T08:50:01+00:00,Card Fraud,26968.46,Madhya Pradesh,Jabalpur,Portal,ENT-000738,LOW,SYNTHETIC
CMP-007851,2026-04-03T15:10:05+00:00,Impersonation,104750.35,Bihar,Gaya,Bank Referral,ENT-002415,MEDIUM,SYNTHETIC
