endpoint_id,endpoint_type,state,district,latitude,longitude,h3_cell
EP-00924,Crypto_P2P,Uttar Pradesh,Jaunpur,10.247677,84.938522,H3-6609959657835
EP-00925,ATM,Maharashtra,Nagpur,19.48887,82.674525,H3-8332516428331
EP-00926,Bank_Branch,Rajasthan,Kota,8.562357,87.06597,H3-7730245118874
EP-00927,Merchant_QR,Rajasthan,Kota,22.904574,73.054687,H3-7223576252637
EP-00928,ATM,Karnataka,Bengaluru Urban,19.25356,75.008536,H3-9168343779045
EP-00929,AePS_BC,Madhya Pradesh,Bhopal,9.078156,70.645574,H3-5285337902572
EP-00930,Bank_Branch,Karnataka,Mangaluru,18.270169,88.293317,H3-4265705875939
EP-00931,Merchant_QR,Maharashtra,Pune,10.893278,69.247018,H3-5879031449008
EP-00932,Bank_Branch,Telangana,Nizamabad,8.736833,73.204784,H3-9244321940777
EP-00933,AePS_BC,Bihar,Patna,20.785224,69.607467,H3-3855060639229
EP-00934,AePS_BC,Tamil Nadu,Madurai,27.479054,79.347724,H3-2623744728779
EP-00935,ATM,Tamil Nadu,Chennai,20.359615,77.710659,H3-6452947333539
EP-00936,Merchant_QR,Uttar Pradesh,Varanasi,28.834573,68.839662,H3-2206640943965
EP-00937,AePS_BC,Tamil Nadu,Chennai,14.933812,79.05732,H3-6029251108775
EP-00938,AePS_BC,Karnataka,Bengaluru Urban,17.770704,86.047551,H3-1912054475792
EP-00939,POS_Cashback,West Bengal,North 24 Parganas,25.537184,74.979767,H3-5467745276408
EP-00940,ATM,Uttar Pradesh,Gautam Buddha Nagar,27.23961,71.814483,H3-3956197359816
EP-00941,ATM,Maharashtra,Thane,25.013928,69.627578,H3-7199162179248
EP-00942,ATM,Uttar Pradesh,Gautam Buddha Nagar,8.043135,77.478396,H3-3731393720365
EP-00943,AePS_BC,Maharashtra,Mumbai,11.361568,83.803137,H3-7293515312435
EP-00944,Bank_Branch,West Bengal,North 24 Parganas,15.719236,71.57537,H3-6526735314316
EP-00945,POS_Cashback,Karnataka,Mysuru,29.635349,75.701593,H3-5628059950523
EP-00946,Merchant_QR,Telangana,Nizamabad,21.105525,80.420509,H3-8970797623958
EP-00947,ATM,Madhya Pradesh,Indore,9.610038,83.397863,H3-7252552233378
EP-00948,POS_Cashback,West Bengal,North 24 Parganas,8.778487,83.894028,H3-6959462407820
EP-00949,AePS_BC,Maharashtra,Mumbai,9.901111,77.911427,H3-9468279045947
EP-00950,POS_Cashback,Delhi,South East Delhi,29.622867,69.267708,H3-4873046119506
EP-00951,ATM,Telangana,Hyderabad,16.475518,78.69256,H3-4293375373689
EP-00952,Bank_Branch,West Bengal,Kolkata,12.612998,88.180964,H3-3804877110898
EP-00953,AePS_BC,Tamil Nadu,Chennai,10.079315,72.338322,H3-1078286615159
EP-00954,ATM,Maharashtra,Nagpur,9.68951,88.352035,H3-3667475835007
EP-00955,Merchant_QR,Madhya Pradesh,Indore,18.898027,77.367951,H3-7811037561611
EP-00956,Merchant_QR,Tamil Nadu,Coimbatore,8.216234,69.369271,H3-5520975490672
EP-00957,Merchant_QR,Tamil Nadu,Chennai,13.088467,76.716565,H3-3293574377830
EP-00958,Merchant_QR,Maharashtra,Thane,10.370577,82.041308,H3-8623853307594
EP-00959,Bank_Branch,Maharashtra,Nashik,19.216649,74.377887,H3-2854106196453
EP-00960,Crypto_P2P,Uttar Pradesh,Gautam Buddha Nagar,27.894648,68.132389,H3-7209539885253
EP-00961,ATM,Bihar,Muzaffarpur,23.100903,88.492128,H3-9809438029041
EP-00962,Merchant_QR,Rajasthan,Udaipur,29.327487,80.699626,H3-8283988820932
EP-00963,AePS_BC,Maharashtra,Nagpur,21.229742,87.239235,H3-6875336642856
EP-00964,AePS_BC,Maharashtra,Mumbai,9.307679,84.353092,H3-6984920536314
EP-00965,Merchant_QR,Bihar,Bhagalpur,9.429724,70.71052,H3-3015814104258
EP-00966,POS_Cashback,Rajasthan,Kota,14.87332,84.98506,H3-1699840774546
EP-00967,Merchant_QR,Delhi,North East Delhi,23.787582,87.19882,H3-2388430527791
EP-00968,Merchant_QR,West Bengal,Kolkata,29.980854,85.362864,H3-6018776505195
EP-00969,Merchant_QR,Uttar Pradesh,Jaunpur,29.915716,68.452458,H3-9057410531231
EP-00970,Prepaid,Rajasthan,Kota,11.40542,74.402888,H3-9399420351010
EP-00971,AePS_BC,Madhya Pradesh,Bhopal,24.669588,71.451722,H3-8233604846844
EP-00972,ATM,Delhi,West Delhi,13.749067,71.405384,H3-4294356437553
EP-00973,Merchant_QR,West Bengal,North 24 Parganas,22.056277,78.977965,H3-3885849645627
EP-00974,Prepaid,West Bengal,Howrah,20.457781,77.384695,H3-4993113544932
EP-00975,ATM,Maharashtra,Pune,23.256359,68.621992,H3-9429647349436
EP-00976,Crypto_P2P,West Bengal,Kolkata,13.899295,79.028433,H3-6027562683005
EP-00977,Prepaid,Karnataka,Mysuru,29.581185,81.217755,H3-3911299695452
EP-00978,POS_Cashback,Bihar,Muzaffarpur,14.428707,78.540077,H3-4833536701419
EP-00979,ATM,Delhi,New Delhi,25.773409,73.239955,H3-1872907186233
EP-00980,AePS_BC,Madhya Pradesh,Bhopal,28.616613,74.828053,H3-7147826620160
EP-00981,Merchant_QR,Delhi,South East Delhi,21.507411,72.939588,H3-6235544356219
EP-00982,Prepaid,Tamil Nadu,Coimbatore,25.828603,84.041219,H3-3218885724952
EP-00983,AePS_BC,Uttar Pradesh,Gautam Buddha Nagar,12.353317,74.52185,H3-5447160276279
EP-00984,AePS_BC,West Bengal,Howrah,21.997545,70.133305,H3-8139116672197
EP-00985,Merchant_QR,Delhi,New Delhi,24.40315,86.324923,H3-5897662571764
EP-00986,ATM,West Bengal,Howrah,25.911639,80.395139,H3-6477666325200
EP-00987,AePS_BC,Delhi,North East Delhi,17.959469,84.71186,H3-2720033487927
EP-00988,AePS_BC,Rajasthan,Udaipur,23.860506,73.490207,H3-1167049540785
EP-00989,Bank_Branch,Rajasthan,Kota,27.764279,78.041852,H3-2388829993768
EP-00990,Merchant_QR,Uttar Pradesh,Lucknow,8.397564,87.626447,H3-2850248900248
EP-00991,ATM,Delhi,South East Delhi,9.71956,77.375218,H3-8431626497431
EP-00992,Crypto_P2P,Delhi,South East Delhi,26.709295,81.807714,H3-3230134286736
EP-00993,ATM,Tamil Nadu,Madurai,9.752516,76.726685,H3-1955716326553
EP-00994,Merchant_QR,Rajasthan,Jodhpur,23.149841,81.541163,H3-9600655785731
EP-00995,Bank_Branch,Telangana,Nizamabad,16.819056,80.492334,H3-4480633547137
EP-00996,Bank_Branch,Tamil Nadu,Chennai,28.467055,72.821964,H3-8843713387324
EP-00997,ATM,Karnataka,Mangaluru,17.558422,75.933133,H3-4610078982584
EP-00998,POS_Cashback,Maharashtra,Nagpur,14.226568,82.723896,H3-8405412165809
EP-00999,Bank_Branch,Madhya Pradesh,Jabalpur,22.541432,78.451755,H3-8944287805223
EP-01000,AePS_BC,Rajasthan,Jodhpur,14.631566,80.822453,H3-7908289761244
EP-01001,Merchant_QR,Karnataka,Bengaluru Urban,19.422344,76.801401,H3-2758724673799
EP-01002,Merchant_QR,Karnataka,Bengaluru Urban,29.829356,69.449949,H3-2156429803384
EP-01003,Merchant_QR,Madhya Pradesh,Indore,28.906882,71.794822,H3-9925562359423
EP-01004,AePS_BC,Madhya Pradesh,Jabalpur,23.40962,79.612153,H3-4753248922378
EP-01005,POS_Cashback,Bihar,Gaya,12.734798,75.595813,H3-6335183928410
EP-01006,AePS_BC,Uttar Pradesh,Jaunpur,25.135187,83.387601,H3-9946271613708
EP-01007,ATM,Tamil Nadu,Coimbatore,11.256745,71.166207,H3-9609750197514
EP-01008,Merchant_QR,Rajasthan,Udaipur,25.947189,84.281596,H3-9127850717629
EP-01009,Prepaid,Bihar,Patna,16.89293,74.552027,H3-9942653350704
EP-01010,Crypto_P2P,Bihar,Gaya,9.088531,70.001913,H3-7683142018114
EP-01011,Merchant_QR,Bihar,Muzaffarpur,22.200148,77.444881,H3-8354556440324
EP-01012,POS_Cashback,West Bengal,Howrah,26.401994,79.303754,H3-2293029841773
EP-01013,Merchant_QR,Telangana,Nizamabad,13.813969,85.080233,H3-9223619011440
EP-01014,ATM,Rajasthan,Kota,15.524242,69.263025,H3-2563745965222
EP-01015,POS_Cashback,Delhi,West Delhi,11.787024,87.319166,H3-7066777943700
EP-01016,AePS_BC,Tamil Nadu,Coimbatore,19.321279,82.708089,H3-3754332384707
EP-01017,Prepaid,Telangana,Warangal,15.224044,73.443377,H3-7200643302386
EP-01018,Bank_Branch,West Bengal,North 24 Parganas,8.83184,87.324447,H3-7153780282325
EP-01019,AePS_BC,Madhya Pradesh,Indore,28.918197,72.733225,H3-6931359248032
EP-01020,Crypto_P2P,Madhya Pradesh,Indore,23.003558,84.968919,H3-5621210548402
EP-01021,Prepaid,Delhi,New Delhi,18.67761,87.662013,H3-4980767926298
EP-01022,Merchant_QR,Karnataka,Mysuru,20.489045,82.716488,H3-1477482978173
EP-01023,POS_Cashback,Telangana,Warangal,10.140992,73.970509,H3-2342449495035
EP-01024,ATM,Maharashtra,Mumbai,22.024599,84.867506,H3-3287460147148
EP-01025,ATM,Rajasthan,Udaipur,24.440483,87.393055,H3-6754696649293
EP-01026,AePS_BC,Maharashtra,Pune,10.107477,80.840441,H3-7191192000736
EP-01027,Prepaid,Telangana,Nizamabad,27.802146,80.108949,H3-9833284573031
EP-01028,AePS_BC,Delhi,West Delhi,20.850102,77.259513,H3-4833651240178
EP-01029,POS_Cashback,Delhi,West Delhi,26.822987,75.881468,H3-9271537826084
EP-01030,ATM,Rajasthan,Jodhpur,29.478517,71.448227,H3-3209866045142
EP-01031,AePS_BC,Karnataka,Bengaluru Urban,24.707344,70.083567,H3-9237502771070
EP-01032,ATM,Maharashtra,Nagpur,22.085875,77.9962,H3-9775072300961
EP-01033,Crypto_P2P,Tamil Nadu,Madurai,10.893275,78.407531,H3-9457392981641
EP-01034,ATM,Uttar Pradesh,Lucknow,9.364006,81.245846,H3-8220485189732
EP-01035,ATM,Maharashtra,Mumbai,10.056688,83.097501,H3-1520284397670
EP-01036,Merchant_QR,Delhi,South East Delhi,20.887914,69.277368,H3-7663673830028
EP-01037,Merchant_QR,Telangana,Nizamabad,8.474181,83.565837,H3-3531679549075
EP-01038,ATM,West Bengal,North 24 Parganas,25.747564,78.713043,H3-8134210657985
EP-01039,Merchant_QR,Delhi,New Delhi,27.059193,70.058451,H3-7637549723384
EP-01040,Crypto_P2P,Delhi,West Delhi,29.770441,78.60058,H3-1568245275881
EP-01041,ATM,Tamil Nadu,Chennai,29.079739,86.98822,H3-7152078545315
EP-01042,Crypto_P2P,West Bengal,North 24 Parganas,18.965176,74.037847,H3-1247232465219
EP-01043,Crypto_P2P,Uttar Pradesh,Kanpur Nagar,28.199769,83.082212,H3-3497534150525
EP-01044,AePS_BC,West Bengal,Kolkata,21.156576,71.251192,H3-9747661997806
EP-01045,Crypto_P2P,Uttar Pradesh,Jaunpur,27.847007,78.265014,H3-3643032980571
EP-01046,Merchant_QR,West Bengal,Howrah,15.024497,70.115559,H3-2211314169927
EP-01047,Crypto_P2P,Delhi,New Delhi,18.860358,73.81124,H3-6097936727363
EP-01048,Bank_Branch,Rajasthan,Udaipur,12.917483,80.488068,H3-1987554356989
EP-01049,AePS_BC,Karnataka,Mysuru,14.249207,77.076825,H3-8013249310683
EP-01050,Prepaid,Karnataka,Mangaluru,21.60195,72.973892,H3-6029060620000
EP-01051,Prepaid,Bihar,Gaya,18.195381,70.884775,H3-7105047735914
EP-01052,AePS_BC,Madhya Pradesh,Jabalpur,20.573492,77.68203,H3-7773222675080
EP-01053,POS_Cashback,Tamil Nadu,Coimbatore,29.771228,81.864952,H3-9908318675057
EP-01054,Prepaid,Telangana,Nizamabad,26.800547,74.5019,H3-8065257801913
EP-01055,Bank_Branch,Telangana,Nizamabad,24.608812,86.824892,H3-5001452653829
EP-01056,AePS_BC,Tamil Nadu,Chennai,26.252572,74.514712,H3-9794385538419
EP-01057,POS_Cashback,Madhya Pradesh,Jabalpur,10.514135,80.513957,H3-9045595645550
EP-01058,ATM,Rajasthan,Kota,30.088214,79.904436,H3-4553232669951
EP-01059,Merchant_QR,Rajasthan,Jaipur,27.474029,82.916791,H3-5278148791393
EP-01060,Merchant_QR,Delhi,West Delhi,28.419576,82.580143,H3-8172779730265
EP-01061,AePS_BC,Karnataka,Bengaluru Urban,15.143582,79.564315,H3-5684276659112
EP-01062,ATM,Maharashtra,Mumbai,14.653816,84.081652,H3-4667192924280
EP-01063,Merchant_QR,Karnataka,Mangaluru,29.109889,72.339098,H3-3260306718397
EP-01064,ATM,Uttar Pradesh,Kanpur Nagar,10.919906,85.652809,H3-3597126603674
EP-01065,AePS_BC,Maharashtra,Thane,14.563552,74.032488,H3-3803242856241
EP-01066,Merchant_QR,Rajasthan,Jaipur,8.172654,82.395079,H3-4805689325867
EP-01067,Prepaid,Uttar Pradesh,Jaunpur,28.961518,75.983159,H3-1090286232529
EP-01068,Merchant_QR,Bihar,Bhagalpur,11.895806,70.184516,H3-2923047168553
EP-01069,ATM,Delhi,West Delhi,16.336,82.766475,H3-7342768056603
EP-01070,Bank_Branch,Uttar Pradesh,Lucknow,16.382428,76.070389,H3-7107557558712
EP-01071,AePS_BC,Karnataka,Bengaluru Urban,26.10061,84.234042,H3-1979565416865
EP-01072,Merchant_QR,Madhya Pradesh,Indore,12.95914,70.520365,H3-2144746088507
EP-01073,AePS_BC,Karnataka,Mangaluru,20.61766,81.666445,H3-5641173662847
EP-01074,ATM,Telangana,Hyderabad,20.954651,87.86155,H3-8428778218667
EP-01075,AePS_BC,Karnataka,Bengaluru Urban,28.878903,81.84503,H3-3201304823358
EP-01076,AePS_BC,Bihar,Bhagalpur,24.683185,84.415411,H3-4208809085198
EP-01077,Prepaid,Madhya Pradesh,Jabalpur,23.842638,80.04979,H3-4663062944735
EP-01078,AePS_BC,Telangana,Warangal,26.524909,88.346252,H3-6098481053168
EP-01079,POS_Cashback,Rajasthan,Udaipur,10.565876,82.798957,H3-7203397005893
EP-01080,ATM,Bihar,Muzaffarpur,17.361242,77.452246,H3-2033367582777
EP-01081,POS_Cashback,Telangana,Warangal,26.47133,80.982708,H3-6043946761324
EP-01082,POS_Cashback,Uttar Pradesh,Jaunpur,9.073592,87.541484,H3-2944484210276
EP-01083,Crypto_P2P,Bihar,Bhagalpur,15.550192,87.315992,H3-4795741363518
EP-01084,ATM,Bihar,Patna,23.606816,75.705078,H3-4566115134099
EP-01085,ATM,West Bengal,North 24 Parganas,11.664834,85.581997,H3-7636733220963
EP-01086,AePS_BC,Rajasthan,Jodhpur,18.555581,72.484672,H3-7965477136256
EP-01087,ATM,Delhi,North East Delhi,29.807362,87.397141,H3-8634773336424
EP-01088,ATM,Maharashtra,Nashik,16.632603,87.348447,H3-9501123612787
EP-01089,Bank_Branch,Maharashtra,Mumbai,9.126638,75.202762,H3-9290925926498
EP-01090,ATM,Karnataka,Bengaluru Urban,25.823606,82.247877,H3-1899704095074
EP-01091,ATM,Madhya Pradesh,Indore,25.784976,83.93042,H3-9840843468043
EP-01092,Prepaid,West Bengal,North 24 Parganas,24.041821,83.638747,H3-3093287849774
EP-01093,AePS_BC,Karnataka,Bengaluru Urban,28.83981,78.714136,H3-3836179707575
EP-01094,POS_Cashback,Karnataka,Bengaluru Urban,21.830985,84.457548,H3-3874578131051
EP-01095,Crypto_P2P,Tamil Nadu,Chennai,26.466696,74.293948,H3-9355602867342
EP-01096,ATM,West Bengal,Howrah,8.975474,68.154256,H3-7786982817359
EP-01097,ATM,Maharashtra,Nashik,26.301245,73.761523,H3-4026860820300
EP-01098,Bank_Branch,Tamil Nadu,Madurai,17.162009,82.668158,H3-1485276576935
EP-01099,AePS_BC,Karnataka,Mangaluru,27.876627,74.912618,H3-9612564158806
EP-01100,Prepaid,Maharashtra,Mumbai,12.898366,87.319887,H3-4228610536314
EP-01101,AePS_BC,Uttar Pradesh,Gautam Buddha Nagar,21.34325,74.32959,H3-7158125147875
EP-01102,AePS_BC,Telangana,Hyderabad,11.260811,79.374768,H3-1762382072190
EP-01103,Bank_Branch,Maharashtra,Nagpur,21.173834,78.784291,H3-8745687877983
EP-01104,Merchant_QR,Delhi,West Delhi,21.844122,81.628828,H3-3363109016323
EP-01105,Merchant_QR,Telangana,Nizamabad,25.45531,74.569911,H3-5763258007734
EP-01106,ATM,Maharashtra,Pune,15.288696,87.488126,H3-7288210668716
EP-01107,Merchant_QR,Telangana,Nizamabad,12.537076,84.52647,H3-6926018152487
EP-01108,ATM,Karnataka,Mangaluru,25.656911,71.982602,H3-5092963576918
EP-01109,ATM,Maharashtra,Nashik,16.291359,72.418161,H3-1381121590233
EP-01110,POS_Cashback,Rajasthan,Jaipur,16.337953,81.045175,H3-5260603584258
EP-01111,ATM,Delhi,North East Delhi,27.194641,83.956364,H3-7568618104587
EP-01112,POS_Cashback,Maharashtra,Thane,27.022,85.979984,H3-8553814704065
EP-01113,Prepaid,Rajasthan,Udaipur,25.986568,86.44844,H3-1109044194803
EP-01114,AePS_BC,Tamil Nadu,Madurai,20.633667,80.272451,H3-9459603442409
EP-01115,ATM,Madhya Pradesh,Bhopal,30.080459,73.645584,H3-6195603882264
EP-01116,Bank_Branch,West Bengal,Kolkata,17.490857,82.312973,H3-1110527044805
EP-01117,AePS_BC,Tamil Nadu,Madurai,10.303457,71.658818,H3-7181963032259
EP-01118,Crypto_P2P,Rajasthan,Kota,25.713654,78.612218,H3-4385269633635
EP-01119,Merchant_QR,Karnataka,Bengaluru Urban,20.182713,77.301961,H3-7406576447998
EP-01120,POS_Cashback,West Bengal,North 24 Parganas,17.596754,83.328146,H3-4294101981570
EP-01121,ATM,West Bengal,Howrah,27.09562,75.514552,H3-9970764762446
EP-01122,Bank_Branch,Bihar,Patna,12.228603,78.771471,H3-8062871226378
EP-01123,Crypto_P2P,Maharashtra,Thane,14.354329,82.316934,H3-9209682811493
EP-01124,ATM,Delhi,South East Delhi,20.518421,74.422024,H3-1868456524465
EP-01125,ATM,Madhya Pradesh,Indore,24.962325,84.716082,H3-1007831330945
EP-01126,Merchant_QR,Madhya Pradesh,Indore,8.619054,84.699294,H3-9836234616151
EP-01127,ATM,Delhi,West Delhi,24.64361,70.689509,H3-6994263376514
EP-01128,ATM,Uttar Pradesh,Kanpur Nagar,21.221693,75.454231,H3-3323729303583
EP-01129,AePS_BC,Maharashtra,Pune,13.790582,69.971255,H3-8822837598960
EP-01130,POS_Cashback,Bihar,Muzaffarpur,19.313941,82.478766,H3-7718339192785
EP-01131,POS_Cashback,Karnataka,Mysuru,20.362823,82.582784,H3-4513004835516
EP-01132,AePS_BC,Rajasthan,Udaipur,11.878146,87.392623,H3-2019627201623
EP-01133,Bank_Branch,Tamil Nadu,Madurai,16.203923,77.024076,H3-2602801457075
EP-01134,ATM,Karnataka,Mangaluru,19.301144,84.357381,H3-1114429634141
EP-01135,AePS_BC,Telangana,Hyderabad,29.393752,72.973664,H3-1805194084913
EP-01136,AePS_BC,Karnataka,Mysuru,16.951592,78.34326,H3-7035924231882
EP-01137,ATM,Maharashtra,Mumbai,11.639544,69.870188,H3-4627007340067
EP-01138,POS_Cashback,West Bengal,Kolkata,11.259729,80.156959,H3-1582751501836
EP-01139,Bank_Branch,Maharashtra,Pune,10.288085,86.418013,H3-9286889341657
EP-01140,ATM,Madhya Pradesh,Indore,15.971331,81.335048,H3-5201520693615
EP-01141,ATM,Maharashtra,Mumbai,11.4062,76.150113,H3-4825833082299
EP-01142,AePS_BC,Madhya Pradesh,Jabalpur,16.837834,79.249632,H3-2731651539144
EP-01143,ATM,Madhya Pradesh,Jabalpur,25.04381,82.028328,H3-6577346459704
EP-01144,Merchant_QR,Telangana,Nizamabad,20.787286,70.29648,H3-2250165679819
EP-01145,Bank_Branch,Karnataka,Bengaluru Urban,12.290387,83.023887,H3-8152905429273
EP-01146,AePS_BC,Rajasthan,Udaipur,20.197027,72.634131,H3-9120364341420
EP-01147,AePS_BC,Telangana,Warangal,8.701308,85.927799,H3-5727037843743
EP-01148,Bank_Branch,Tamil Nadu,Coimbatore,18.600833,74.776237,H3-8670893801432
EP-01149,Merchant_QR,West Bengal,Howrah,11.380814,85.619314,H3-3938978208802
EP-01150,Merchant_QR,Telangana,Hyderabad,25.03496,72.560733,H3-5884338084716
EP-01151,Bank_Branch,Maharashtra,Nashik,26.537539,74.610919,H3-5813123325411
EP-01152,Bank_Branch,Maharashtra,Thane,20.792813,76.724876,H3-5857785016568
EP-01153,ATM,Karnataka,Bengaluru Urban,18.632496,86.716273,H3-6298591399741
EP-01154,Crypto_P2P,Madhya Pradesh,Jabalpur,23.266587,73.481853,H3-9364964784149
EP-01155,ATM,Telangana,Warangal,28.324168,82.514059,H3-6704470863667
EP-01156,ATM,Uttar Pradesh,Kanpur Nagar,17.493286,82.049743,H3-7473376273378
EP-01157,Bank_Branch,Telangana,Nizamabad,21.284728,68.684897,H3-9828375836290
EP-01158,AePS_BC,Delhi,South East Delhi,15.316656,82.941565,H3-2633736654165
EP-01159,Prepaid,Maharashtra,Nagpur,16.476322,84.682765,H3-6308540164402
EP-01160,AePS_BC,Telangana,Hyderabad,23.638884,70.872468,H3-6418100021147
EP-01161,Merchant_QR,Delhi,South East Delhi,24.42535,76.064543,H3-3391023856400
EP-01162,ATM,Telangana,Hyderabad,18.338991,75.257803,H3-8018320940046
EP-01163,Bank_Branch,Rajasthan,Jaipur,25.851554,85.929287,H3-9672155965076
EP-01164,POS_Cashback,Bihar,Gaya,23.946378,81.868846,H3-6199083946821
EP-01165,ATM,Maharashtra,Nashik,15.298891,71.745413,H3-4640640389679
EP-01166,Prepaid,West Bengal,Howrah,24.576312,83.706637,H3-5078594538114
EP-01167,Prepaid,Uttar Pradesh,Lucknow,23.642906,68.034325,H3-8462862887755
EP-01168,POS_Cashback,Uttar Pradesh,Kanpur Nagar,26.606917,68.240398,H3-4331921890050
EP-01169,ATM,Delhi,North East Delhi,14.513719,84.135419,H3-5817738884880
EP-01170,Prepaid,Karnataka,Mangaluru,17.803617,78.982112,H3-4955619828615
EP-01171,Crypto_P2P,Madhya Pradesh,Bhopal,11.963999,79.624527,H3-1250257549457
EP-01172,AePS_BC,Maharashtra,Mumbai,19.555218,86.250295,H3-3472072741603
EP-01173,AePS_BC,Bihar,Muzaffarpur,15.385151,74.790947,H3-1956281648310
EP-01174,AePS_BC,Telangana,Warangal,18.580364,84.591935,H3-2628188242976
EP-01175,Crypto_P2P,Telangana,Warangal,28.156744,69.910283,H3-5892025954108
EP-01176,Merchant_QR,West Bengal,North 24 Parganas,26.066498,79.237655,H3-1627527743106
EP-01177,Crypto_P2P,Tamil Nadu,Coimbatore,24.16667,87.751348,H3-1696229352705
EP-01178,Bank_Branch,Rajasthan,Kota,22.461537,72.346095,H3-7594910695093
EP-01179,AePS_BC,Tamil Nadu,Coimbatore,16.909759,77.812762,H3-7814328993422
EP-01180,AePS_BC,Rajasthan,Udaipur,23.4898,73.29065,H3-3077719093551
EP-01181,Crypto_P2P,Madhya Pradesh,Jabalpur,22.661626,82.087565,H3-1921964726492
EP-01182,AePS_BC,Rajasthan,Kota,15.01607,77.172041,H3-2572341578961
EP-01183,Bank_Branch,Bihar,Bhagalpur,14.02102,81.622927,H3-1976044204732
EP-01184,POS_Cashback,Madhya Pradesh,Indore,25.3662,81.574355,H3-2520258846256
EP-01185,AePS_BC,Maharashtra,Nashik,15.188033,70.405154,H3-2915193357982
EP-01186,AePS_BC,Tamil Nadu,Chennai,25.033243,76.473955,H3-7701925994642
EP-01187,Crypto_P2P,Telangana,Warangal,13.84816,88.199388,H3-2088993039634
EP-01188,AePS_BC,Delhi,New Delhi,30.464298,79.064759,H3-3231273988629
EP-01189,ATM,Madhya Pradesh,Jabalpur,18.415401,85.863632,H3-6664333887851
EP-01190,AePS_BC,Uttar Pradesh,Varanasi,28.975516,83.823012,H3-3029167772660
EP-01191,Crypto_P2P,Maharashtra,Mumbai,29.912673,86.893092,H3-8580957617823
EP-01192,Crypto_P2P,Rajasthan,Jodhpur,12.929499,79.935753,H3-4304688759841
EP-01193,AePS_BC,Madhya Pradesh,Bhopal,18.280583,84.941152,H3-7489009842996
EP-01194,Merchant_QR,Tamil Nadu,Chennai,28.812843,83.236632,H3-2557044220009
EP-01195,Bank_Branch,West Bengal,North 24 Parganas,21.498723,70.047844,H3-8452271974920
EP-01196,ATM,Tamil Nadu,Coimbatore,11.273203,77.974799,H3-7974792843970
EP-01197,Crypto_P2P,Rajasthan,Udaipur,26.53132,74.848464,H3-9726369422410
EP-01198,ATM,Tamil Nadu,Coimbatore,9.493095,71.375583,H3-5918203923764
EP-01199,Crypto_P2P,Delhi,New Delhi,15.963104,81.84733,H3-5043756884923
EP-01200,Bank_Branch,Bihar,Muzaffarpur,21.135504,85.474353,H3-5961735439492
EP-01201,AePS_BC,Rajasthan,Jaipur,18.702243,84.220397,H3-3593630010760
EP-01202,ATM,Maharashtra,Mumbai,17.843793,68.14683,H3-7398389897749
EP-01203,Bank_Branch,Madhya Pradesh,Bhopal,15.773011,78.699371,H3-2514169820039
EP-01204,Merchant_QR,Maharashtra,Nashik,21.929045,76.698112,H3-1541107554863
EP-01205,ATM,Madhya Pradesh,Jabalpur,17.926047,70.765607,H3-9264908392242
EP-01206,Prepaid,West Bengal,Kolkata,10.772388,82.579083,H3-8370528812717
EP-01207,AePS_BC,Karnataka,Mysuru,23.863177,69.305128,H3-7150245678209
EP-01208,AePS_BC,Maharashtra,Nagpur,19.855448,85.285208,H3-4912972749226
EP-01209,Merchant_QR,Telangana,Warangal,30.025761,70.609018,H3-4599560415816
EP-01210,AePS_BC,Rajasthan,Jaipur,27.991442,71.669335,H3-8255653080627
EP-01211,POS_Cashback,Tamil Nadu,Chennai,24.322122,77.892061,H3-8155454362001
EP-01212,AePS_BC,Maharashtra,Nashik,19.799301,86.525194,H3-1709675581697
EP-01213,AePS_BC,Maharashtra,Nagpur,13.566714,79.321289,H3-1513696779045
EP-01214,ATM,Karnataka,Mysuru,26.613917,69.619577,H3-7892180977459
EP-01215,Merchant_QR,Karnataka,Mysuru,24.41636,82.811419,H3-1683298361845
EP-01216,AePS_BC,Telangana,Hyderabad,10.374951,82.4192,H3-7535025150324
EP-01217,Prepaid,Uttar Pradesh,Jaunpur,14.054085,74.523144,H3-2325343776250
EP-01218,Prepaid,Rajasthan,Kota,9.571683,82.660518,H3-6878281576732
EP-01219,AePS_BC,Uttar Pradesh,Jaunpur,11.651518,87.132254,H3-2316377265521
EP-01220,AePS_BC,Uttar Pradesh,Varanasi,15.713292,79.949015,H3-3628840559907
EP-01221,POS_Cashback,Tamil Nadu,Madurai,15.522382,80.577948,H3-7875762130624
EP-01222,Merchant_QR,Bihar,Gaya,11.558833,75.775012,H3-9240636030874
EP-01223,Bank_Branch,Delhi,South East Delhi,28.829678,86.606733,H3-4315875391452
EP-01224,Bank_Branch,Rajasthan,Kota,24.019256,75.102039,H3-9408880247970
EP-01225,ATM,Rajasthan,Jaipur,18.306192,80.571787,H3-5790552253906
EP-01226,ATM,Maharashtra,Nashik,9.287112,69.013588,H3-2098927543686
EP-01227,POS_Cashback,Delhi,South East Delhi,13.425035,84.606598,H3-3412312054367
EP-01228,POS_Cashback,West Bengal,Kolkata,12.742721,78.089355,H3-4143776428712
EP-01229,ATM,Tamil Nadu,Madurai,15.938552,87.067653,H3-6061103335450
EP-01230,POS_Cashback,Karnataka,Bengaluru Urban,10.140698,75.425685,H3-6121613784253
EP-01231,ATM,Rajasthan,Jodhpur,14.958222,78.763235,H3-3916235214887
EP-01232,ATM,Rajasthan,Jaipur,26.433746,69.822692,H3-9125851744064
