intervention_id,complaint_id,intervention_type,outcome,time_to_action_hours,recipient_response
INT-008856,CMP-008856,LIEN_MARK,SUCCESS,36.86,FALSE_POSITIVE
INT-008857,CMP-008857,ENDPOINT_WATCH,SUCCESS,17.64,ACTED
INT-008858,CMP-008858,LIEN_MARK,NO_ACTION,23.59,FALSE_POSITIVE
INT-008859,CMP-008859,ENDPOINT_WATCH,SUCCESS,5.77,ACTED
INT-008860,CMP-008860,ACCOUNT_FREEZE,SUCCESS,33.44,FALSE_POSITIVE
INT-008861,CMP-008861,NO_ACTION,SUCCESS,3.57,ALREADY_ACTIONED
INT-008862,CMP-008862,JURISDICTION_HANDOFF,SUCCESS,32.01,ACTED
INT-008863,CMP-008863,LIEN_MARK,SUCCESS,33.6,ACTED
INT-008864,CMP-008864,LIEN_MARK,SUCCESS,9.85,ACTED
INT-008865,CMP-008865,ACCOUNT_FREEZE,PARTIAL,33.23,ACTED
INT-008866,CMP-008866,LIEN_MARK,NO_ACTION,20.09,FALSE_POSITIVE
INT-008867,CMP-008867,NO_ACTION,SUCCESS,36.55,ACTED
INT-008868,CMP-008868,NO_ACTION,SUCCESS,30.06,OUT_OF_SCOPE
INT-008869,CMP-008869,ACCOUNT_FREEZE,PARTIAL,28.54,ACTED
INT-008870,CMP-008870,NO_ACTION,SUCCESS,32.16,ACTED
INT-008871,CMP-008871,JURISDICTION_HANDOFF,NO_ACTION,39.17,OUT_OF_SCOPE
INT-008872,CMP-008872,JURISDICTION_HANDOFF,SUCCESS,34.23,OUT_OF_SCOPE
INT-008873,CMP-008873,ENDPOINT_WATCH,SUCCESS,45.87,ACTED
INT-008874,CMP-008874,ACCOUNT_FREEZE,SUCCESS,10.67,ACTED
INT-008875,CMP-008875,ACCOUNT_FREEZE,SUCCESS,16.74,ACTED
INT-008876,CMP-008876,NO_ACTION,PARTIAL,23.48,ACTED
INT-008877,CMP-008877,LIEN_MARK,SUCCESS,25.98,ALREADY_ACTIONED
INT-008878,CMP-008878,NO_ACTION,SUCCESS,16.87,ACTED
INT-008879,CMP-008879,ACCOUNT_FREEZE,NO_ACTION,4.72,ACTED
INT-008880,CMP-008880,NO_ACTION,SUCCESS,38.61,FALSE_POSITIVE
INT-008881,CMP-008881,LIEN_MARK,NO_ACTION,37.7,ACTED
INT-008882,CMP-008882,NO_ACTION,PARTIAL,10.23,NOT_ACTED
INT-008883,CMP-008883,ENDPOINT_WATCH,SUCCESS,24.77,ALREADY_ACTIONED
INT-008884,CMP-008884,LIEN_MARK,SUCCESS,7.22,ALREADY_ACTIONED
INT-008885,CMP-008885,LIEN_MARK,SUCCESS,27.57,ACTED
INT-008886,CMP-008886,ENDPOINT_WATCH,SUCCESS,35.61,ACTED
INT-008887,CMP-008887,JURISDICTION_HANDOFF,SUCCESS,28.81,OUT_OF_SCOPE
INT-008888,CMP-008888,JURISDICTION_HANDOFF,NO_ACTION,27.58,ACTED
INT-008889,CMP-008889,NO_ACTION,SUCCESS,20.41,NOT_ACTED
INT-008890,CMP-008890,ACCOUNT_FREEZE,SUCCESS,35.35,ACTED
INT-008891,CMP-008891,JURISDICTION_HANDOFF,PARTIAL,26.41,FALSE_POSITIVE
INT-008892,CMP-008892,JURISDICTION_HANDOFF,SUCCESS,38.15,ALREADY_ACTIONED
INT-008893,CMP-008893,ACCOUNT_FREEZE,SUCCESS,9.02,OUT_OF_SCOPE
INT-008894,CMP-008894,ENDPOINT_WATCH,SUCCESS,8.43,NOT_ACTED
INT-008895,CMP-008895,ENDPOINT_WATCH,NO_ACTION,17.97,ACTED
INT-008896,CMP-008896,ENDPOINT_WATCH,SUCCESS,17.89,ACTED
INT-008897,CMP-008897,LIEN_MARK,NO_ACTION,3.99,ACTED
INT-008898,CMP-008898,LIEN_MARK,NO_ACTION,35.43,ACTED
INT-008899,CMP-008899,ACCOUNT_FREEZE,PARTIAL,42.19,ACTED
INT-008900,CMP-008900,LIEN_MARK,SUCCESS,8.97,ACTED
INT-008901,CMP-008901,LIEN_MARK,SUCCESS,19.1,ACTED
INT-008902,CMP-008902,ACCOUNT_FREEZE,NO_ACTION,10.44,ACTED
INT-008903,CMP-008903,JURISDICTION_HANDOFF,NO_ACTION,27.51,NOT_ACTED
INT-008904,CMP-008904,NO_ACTION,SUCCESS,41.29,ACTED
INT-008905,CMP-008905,ENDPOINT_WATCH,SUCCESS,11.53,NOT_ACTED
INT-008906,CMP-008906,LIEN_MARK,SUCCESS,15.13,ACTED
INT-008907,CMP-008907,ACCOUNT_FREEZE,SUCCESS,19.11,ALREADY_ACTIONED
INT-008908,CMP-008908,ENDPOINT_WATCH,NO_ACTION,28.2,ACTED
INT-008909,CMP-008909,JURISDICTION_HANDOFF,SUCCESS,7.57,NOT_ACTED
INT-008910,CMP-008910,NO_ACTION,PARTIAL,31.32,OUT_OF_SCOPE
INT-008911,CMP-008911,NO_ACTION,NO_ACTION,35.26,NOT_ACTED
INT-008912,CMP-008912,NO_ACTION,SUCCESS,15.92,NOT_ACTED
INT-008913,CMP-008913,ACCOUNT_FREEZE,PARTIAL,7.99,OUT_OF_SCOPE
INT-008914,CMP-008914,ACCOUNT_FREEZE,SUCCESS,29.15,NOT_ACTED
INT-008915,CMP-008915,NO_ACTION,SUCCESS,42.13,NOT_ACTED
INT-008916,CMP-008916,LIEN_MARK,SUCCESS,31.39,ACTED
INT-008917,CMP-008917,LIEN_MARK,NO_ACTION,10.42,ACTED
INT-008918,CMP-008918,ACCOUNT_FREEZE,SUCCESS,39.95,ACTED
INT-008919,CMP-008919,NO_ACTION,NO_ACTION,44.87,OUT_OF_SCOPE
INT-008920,CMP-008920,LIEN_MARK,SUCCESS,44.93,NOT_ACTED
INT-008921,CMP-008921,LIEN_MARK,SUCCESS,19.05,ACTED
INT-008922,CMP-008922,ENDPOINT_WATCH,PARTIAL,9.09,ALREADY_ACTIONED
INT-008923,CMP-008923,LIEN_MARK,SUCCESS,22.87,ACTED
INT-008924,CMP-008924,ENDPOINT_WATCH,NO_ACTION,25.55,FALSE_POSITIVE
INT-008925,CMP-008925,NO_ACTION,PARTIAL,41.59,NOT_ACTED
INT-008926,CMP-008926,NO_ACTION,PARTIAL,24.15,ACTED
INT-008927,CMP-008927,JURISDICTION_HANDOFF,SUCCESS,5.94,ACTED
INT-008928,CMP-008928,ENDPOINT_WATCH,SUCCESS,14.08,OUT_OF_SCOPE
INT-008929,CMP-008929,ENDPOINT_WATCH,SUCCESS,23.29,ACTED
INT-008930,CMP-008930,ACCOUNT_FREEZE,SUCCESS,25.83,ACTED
INT-008931,CMP-008931,JURISDICTION_HANDOFF,SUCCESS,36.09,FALSE_POSITIVE
INT-008932,CMP-008932,ENDPOINT_WATCH,SUCCESS,21.1,ALREADY_ACTIONED
INT-008933,CMP-008933,JURISDICTION_HANDOFF,SUCCESS,36.18,NOT_ACTED
INT-008934,CMP-008934,ACCOUNT_FREEZE,PARTIAL,29.07,OUT_OF_SCOPE
INT-008935,CMP-008935,ACCOUNT_FREEZE,PARTIAL,3.79,ACTED
INT-008936,CMP-008936,NO_ACTION,NO_ACTION,39.37,OUT_OF_SCOPE
INT-008937,CMP-008937,LIEN_MARK,PARTIAL,39.52,ALREADY_ACTIONED
INT-008938,CMP-008938,NO_ACTION,NO_ACTION,10.0,ACTED
INT-008939,CMP-008939,NO_ACTION,SUCCESS,27.93,ACTED
INT-008940,CMP-008940,LIEN_MARK,SUCCESS,9.19,FALSE_POSITIVE
INT-008941,CMP-008941,LIEN_MARK,PARTIAL,44.74,ALREADY_ACTIONED
INT-008942,CMP-008942,ACCOUNT_FREEZE,SUCCESS,15.85,ACTED
INT-008943,CMP-008943,LIEN_MARK,SUCCESS,30.57,ACTED
INT-008944,CMP-008944,ACCOUNT_FREEZE,SUCCESS,3.04,FALSE_POSITIVE
INT-008945,CMP-008945,ENDPOINT_WATCH,SUCCESS,41.87,OUT_OF_SCOPE
INT-008946,CMP-008946,JURISDICTION_HANDOFF,NO_ACTION,22.98,ACTED
INT-008947,CMP-008947,NO_ACTION,PARTIAL,17.88,FALSE_POSITIVE
INT-008948,CMP-008948,LIEN_MARK,SUCCESS,16.21,ACTED
INT-008949,CMP-008949,ACCOUNT_FREEZE,SUCCESS,18.68,OUT_OF_SCOPE
INT-008950,CMP-008950,ACCOUNT_FREEZE,PARTIAL,38.9,NOT_ACTED
INT-008951,CMP-008951,JURISDICTION_HANDOFF,NO_ACTION,14.01,ACTED
INT-008952,CMP-008952,JURISDICTION_HANDOFF,PARTIAL,30.21,ACTED
INT-008953,CMP-008953,ACCOUNT_FREEZE,PARTIAL,22.55,OUT_OF_SCOPE
INT-008954,CMP-008954,NO_ACTION,PARTIAL,23.2,OUT_OF_SCOPE
INT-008955,CMP-008955,LIEN_MARK,SUCCESS,28.82,ACTED
INT-008956,CMP-008956,NO_ACTION,SUCCESS,16.99,OUT_OF_SCOPE
INT-008957,CMP-008957,ENDPOINT_WATCH,SUCCESS,31.37,ALREADY_ACTIONED
INT-008958,CMP-008958,NO_ACTION,SUCCESS,40.25,ALREADY_ACTIONED
INT-008959,CMP-008959,NO_ACTION,SUCCESS,10.26,ACTED
INT-008960,CMP-008960,ENDPOINT_WATCH,SUCCESS,37.37,OUT_OF_SCOPE
INT-008961,CMP-008961,LIEN_MARK,SUCCESS,32.0,ACTED
INT-008962,CMP-008962,ENDPOINT_WATCH,PARTIAL,32.03,ACTED
INT-008963,CMP-008963,ACCOUNT_FREEZE,PARTIAL,44.74,NOT_ACTED
INT-008964,CMP-008964,NO_ACTION,SUCCESS,29.77,ACTED
INT-008965,CMP-008965,LIEN_MARK,PARTIAL,17.05,OUT_OF_SCOPE
INT-008966,CMP-008966,LIEN_MARK,PARTIAL,38.53,ACTED
INT-008967,CMP-008967,NO_ACTION,SUCCESS,28.3,ACTED
INT-008968,CMP-008968,ENDPOINT_WATCH,SUCCESS,11.15,ACTED
INT-008969,CMP-008969,ENDPOINT_WATCH,SUCCESS,30.23,OUT_OF_SCOPE
INT-008970,CMP-008970,JURISDICTION_HANDOFF,SUCCESS,26.07,ACTED
INT-008971,CMP-008971,ENDPOINT_WATCH,SUCCESS,13.7,OUT_OF_SCOPE
INT-008972,CMP-008972,JURISDICTION_HANDOFF,PARTIAL,34.69,ACTED
INT-008973,CMP-008973,ACCOUNT_FREEZE,PARTIAL,18.44,OUT_OF_SCOPE
INT-008974,CMP-008974,LIEN_MARK,NO_ACTION,16.14,ALREADY_ACTIONED
INT-008975,CMP-008975,ENDPOINT_WATCH,NO_ACTION,20.49,FALSE_POSITIVE
INT-008976,CMP-008976,ACCOUNT_FREEZE,SUCCESS,28.14,NOT_ACTED
INT-008977,CMP-008977,JURISDICTION_HANDOFF,PARTIAL,21.65,FALSE_POSITIVE
INT-008978,CMP-008978,JURISDICTION_HANDOFF,SUCCESS,32.59,OUT_OF_SCOPE
INT-008979,CMP-008979,ACCOUNT_FREEZE,PARTIAL,42.38,NOT_ACTED
INT-008980,CMP-008980,LIEN_MARK,SUCCESS,41.57,ACTED
INT-008981,CMP-008981,NO_ACTION,SUCCESS,37.76,ACTED
INT-008982,CMP-008982,JURISDICTION_HANDOFF,SUCCESS,33.89,NOT_ACTED
INT-008983,CMP-008983,JURISDICTION_HANDOFF,NO_ACTION,44.97,OUT_OF_SCOPE
INT-008984,CMP-008984,ENDPOINT_WATCH,NO_ACTION,27.34,ALREADY_ACTIONED
INT-008985,CMP-008985,ACCOUNT_FREEZE,SUCCESS,24.67,NOT_ACTED
INT-008986,CMP-008986,LIEN_MARK,SUCCESS,22.12,ALREADY_ACTIONED
INT-008987,CMP-008987,JURISDICTION_HANDOFF,SUCCESS,22.72,ACTED
INT-008988,CMP-008988,LIEN_MARK,NO_ACTION,25.22,ACTED
INT-008989,CMP-008989,LIEN_MARK,PARTIAL,7.11,ACTED
INT-008990,CMP-008990,NO_ACTION,SUCCESS,42.14,NOT_ACTED
INT-008991,CMP-008991,ENDPOINT_WATCH,PARTIAL,38.3,ACTED
INT-008992,CMP-008992,LIEN_MARK,SUCCESS,18.82,NOT_ACTED
INT-008993,CMP-008993,ACCOUNT_FREEZE,NO_ACTION,5.77,NOT_ACTED
INT-008994,CMP-008994,JURISDICTION_HANDOFF,PARTIAL,24.07,ACTED
INT-008995,CMP-008995,JURISDICTION_HANDOFF,SUCCESS,33.92,ACTED
INT-008996,CMP-008996,JURISDICTION_HANDOFF,SUCCESS,12.36,NOT_ACTED
INT-008997,CMP-008997,ENDPOINT_WATCH,NO_ACTION,40.95,ACTED
INT-008998,CMP-008998,ENDPOINT_WATCH,NO_ACTION,19.46,ACTED
INT-008999,CMP-008999,ENDPOINT_WATCH,PARTIAL,25.7,FALSE_POSITIVE
INT-009000,CMP-009000,LIEN_MARK,SUCCESS,20.91,ALREADY_ACTIONED
INT-009001,CMP-009001,ACCOUNT_FREEZE,PARTIAL,43.11,ACTED
INT-009002,CMP-009002,ACCOUNT_FREEZE,SUCCESS,47.7,OUT_OF_SCOPE
INT-009003,CMP-009003,JURISDICTION_HANDOFF,NO_ACTION,30.8,NOT_ACTED
INT-009004,CMP-009004,LIEN_MARK,SUCCESS,14.94,NOT_ACTED
INT-009005,CMP-009005,ACCOUNT_FREEZE,SUCCESS,21.28,OUT_OF_SCOPE
INT-009006,CMP-009006,NO_ACTION,PARTIAL,7.99,NOT_ACTED
INT-009007,CMP-009007,LIEN_MARK,SUCCESS,47.97,NOT_ACTED
INT-009008,CMP-009008,NO_ACTION,SUCCESS,16.83,ACTED
INT-009009,CMP-009009,ENDPOINT_WATCH,SUCCESS,43.06,NOT_ACTED
INT-009010,CMP-009010,ACCOUNT_FREEZE,SUCCESS,41.03,OUT_OF_SCOPE
INT-009011,CMP-009011,ACCOUNT_FREEZE,SUCCESS,35.81,ACTED
INT-009012,CMP-009012,ACCOUNT_FREEZE,NO_ACTION,33.01,ACTED
INT-009013,CMP-009013,ACCOUNT_FREEZE,PARTIAL,34.55,ACTED
INT-009014,CMP-009014,NO_ACTION,SUCCESS,13.46,NOT_ACTED
INT-009015,CMP-009015,ACCOUNT_FREEZE,SUCCESS,5.26,ALREADY_ACTIONED
INT-009016,CMP-009016,JURISDICTION_HANDOFF,PARTIAL,43.86,ALREADY_ACTIONED
INT-009017,CMP-009017,ACCOUNT_FREEZE,SUCCESS,19.73,NOT_ACTED
INT-009018,CMP-009018,LIEN_MARK,SUCCESS,33.88,ACTED
INT-009019,CMP-009019,JURISDICTION_HANDOFF,SUCCESS,43.1,ACTED
INT-009020,CMP-009020,JURISDICTION_HANDOFF,SUCCESS,35.16,OUT_OF_SCOPE
INT-009021,CMP-009021,LIEN_MARK,PARTIAL,14.58,OUT_OF_SCOPE
INT-009022,CMP-009022,LIEN_MARK,SUCCESS,14.84,ACTED
INT-009023,CMP-009023,JURISDICTION_HANDOFF,SUCCESS,5.13,FALSE_POSITIVE
INT-009024,CMP-009024,NO_ACTION,NO_ACTION,7.95,ALREADY_ACTIONED
INT-009025,CMP-009025,ENDPOINT_WATCH,PARTIAL,3.63,ACTED
INT-009026,CMP-009026,JURISDICTION_HANDOFF,SUCCESS,4.72,ALREADY_ACTIONED
INT-009027,CMP-009027,ENDPOINT_WATCH,NO_ACTION,26.6,ACTED
INT-009028,CMP-009028,ENDPOINT_WATCH,SUCCESS,47.7,ACTED
INT-009029,CMP-009029,ACCOUNT_FREEZE,NO_ACTION,34.64,NOT_ACTED
INT-009030,CMP-009030,JURISDICTION_HANDOFF,SUCCESS,44.56,ALREADY_ACTIONED
INT-009031,CMP-009031,NO_ACTION,SUCCESS,18.02,FALSE_POSITIVE
INT-009032,CMP-009032,NO_ACTION,SUCCESS,32.43,ALREADY_ACTIONED
INT-009033,CMP-009033,ENDPOINT_WATCH,SUCCESS,33.01,ACTED
INT-009034,CMP-009034,NO_ACTION,SUCCESS,14.13,ACTED
INT-009035,CMP-009035,NO_ACTION,NO_ACTION,4.67,ACTED
INT-009036,CMP-009036,NO_ACTION,PARTIAL,7.58,NOT_ACTED
INT-009037,CMP-009037,LIEN_MARK,SUCCESS,47.02,NOT_ACTED
INT-009038,CMP-009038,NO_ACTION,NO_ACTION,38.8,ACTED
INT-009039,CMP-009039,ENDPOINT_WATCH,NO_ACTION,18.41,ACTED
INT-009040,CMP-009040,ENDPOINT_WATCH,SUCCESS,11.2,FALSE_POSITIVE
INT-009041,CMP-009041,ENDPOINT_WATCH,SUCCESS,40.9,ACTED
INT-009042,CMP-009042,ACCOUNT_FREEZE,SUCCESS,42.41,NOT_ACTED
INT-009043,CMP-009043,NO_ACTION,SUCCESS,14.02,ACTED
INT-009044,CMP-009044,NO_ACTION,SUCCESS,34.65,NOT_ACTED
INT-009045,CMP-009045,ACCOUNT_FREEZE,SUCCESS,30.73,ALREADY_ACTIONED
INT-009046,CMP-009046,ENDPOINT_WATCH,SUCCESS,30.71,ALREADY_ACTIONED
INT-009047,CMP-009047,ACCOUNT_FREEZE,NO_ACTION,14.46,OUT_OF_SCOPE
INT-009048,CMP-009048,ENDPOINT_WATCH,PARTIAL,5.27,ACTED
INT-009049,CMP-009049,LIEN_MARK,NO_ACTION,40.17,ALREADY_ACTIONED
INT-009050,CMP-009050,NO_ACTION,SUCCESS,5.98,FALSE_POSITIVE
INT-009051,CMP-009051,ENDPOINT_WATCH,SUCCESS,10.66,ACTED
INT-009052,CMP-009052,NO_ACTION,SUCCESS,23.21,NOT_ACTED
INT-009053,CMP-009053,ENDPOINT_WATCH,PARTIAL,13.07,OUT_OF_SCOPE
INT-009054,CMP-009054,ENDPOINT_WATCH,NO_ACTION,26.19,ALREADY_ACTIONED
INT-009055,CMP-009055,JURISDICTION_HANDOFF,PARTIAL,24.12,OUT_OF_SCOPE
INT-009056,CMP-009056,NO_ACTION,SUCCESS,21.69,ACTED
INT-009057,CMP-009057,ACCOUNT_FREEZE,SUCCESS,29.2,ACTED
INT-009058,CMP-009058,ENDPOINT_WATCH,SUCCESS,26.06,ACTED
INT-009059,CMP-009059,ACCOUNT_FREEZE,SUCCESS,44.77,ACTED
INT-009060,CMP-009060,JURISDICTION_HANDOFF,SUCCESS,30.43,ACTED
INT-009061,CMP-009061,NO_ACTION,NO_ACTION,38.98,NOT_ACTED
INT-009062,CMP-009062,ACCOUNT_FREEZE,SUCCESS,16.49,ALREADY_ACTIONED
INT-009063,CMP-009063,ACCOUNT_FREEZE,PARTIAL,44.31,FALSE_POSITIVE
INT-009064,CMP-009064,ACCOUNT_FREEZE,SUCCESS,35.35,ACTED
INT-009065,CMP-009065,ENDPOINT_WATCH,PARTIAL,11.97,ALREADY_ACTIONED
INT-009066,CMP-009066,JURISDICTION_HANDOFF,NO_ACTION,42.83,ALREADY_ACTIONED
INT-009067,CMP-009067,NO_ACTION,SUCCESS,39.46,ACTED
INT-009068,CMP-009068,LIEN_MARK,SUCCESS,10.82,FALSE_POSITIVE
INT-009069,CMP-009069,ENDPOINT_WATCH,PARTIAL,12.18,ACTED
INT-009070,CMP-009070,LIEN_MARK,PARTIAL,37.3,ACTED
INT-009071,CMP-009071,JURISDICTION_HANDOFF,PARTIAL,37.82,ALREADY_ACTIONED
INT-009072,CMP-009072,NO_ACTION,NO_ACTION,6.27,OUT_OF_SCOPE
INT-009073,CMP-009073,JURISDICTION_HANDOFF,NO_ACTION,25.86,OUT_OF_SCOPE
INT-009074,CMP-009074,ENDPOINT_WATCH,NO_ACTION,5.59,FALSE_POSITIVE
INT-009075,CMP-009075,ENDPOINT_WATCH,SUCCESS,19.44,ACTED
INT-009076,CMP-009076,ACCOUNT_FREEZE,SUCCESS,20.35,OUT_OF_SCOPE
INT-009077,CMP-009077,LIEN_MARK,PARTIAL,20.78,NOT_ACTED
INT-009078,CMP-009078,ACCOUNT_FREEZE,NO_ACTION,47.36,NOT_ACTED
INT-009079,CMP-009079,NO_ACTION,PARTIAL,4.46,ACTED
INT-009080,CMP-009080,LIEN_MARK,SUCCESS,24.64,NOT_ACTED
INT-009081,CMP-009081,ENDPOINT_WATCH,SUCCESS,15.32,ACTED
INT-009082,CMP-009082,NO_ACTION,PARTIAL,9.86,NOT_ACTED
INT-009083,CMP-009083,NO_ACTION,SUCCESS,39.96,OUT_OF_SCOPE
INT-009084,CMP-009084,ACCOUNT_FREEZE,SUCCESS,41.55,ACTED
INT-009085,CMP-009085,LIEN_MARK,SUCCESS,20.54,OUT_OF_SCOPE
INT-009086,CMP-009086,JURISDICTION_HANDOFF,SUCCESS,24.53,ACTED
INT-009087,CMP-009087,LIEN_MARK,SUCCESS,19.6,ALREADY_ACTIONED
INT-009088,CMP-009088,NO_ACTION,NO_ACTION,44.59,ACTED
INT-009089,CMP-009089,ACCOUNT_FREEZE,PARTIAL,9.19,ALREADY_ACTIONED
INT-009090,CMP-009090,LIEN_MARK,SUCCESS,9.01,ACTED
INT-009091,CMP-009091,NO_ACTION,SUCCESS,20.33,ACTED
INT-009092,CMP-009092,NO_ACTION,SUCCESS,5.34,ALREADY_ACTIONED
INT-009093,CMP-009093,JURISDICTION_HANDOFF,SUCCESS,47.99,ACTED
INT-009094,CMP-009094,ENDPOINT_WATCH,SUCCESS,46.67,ALREADY_ACTIONED
INT-009095,CMP-009095,LIEN_MARK,SUCCESS,9.35,ACTED
INT-009096,CMP-009096,ACCOUNT_FREEZE,PARTIAL,45.64,ACTED
INT-009097,CMP-009097,LIEN_MARK,SUCCESS,32.17,ACTED
INT-009098,CMP-009098,JURISDICTION_HANDOFF,SUCCESS,46.44,NOT_ACTED
INT-009099,CMP-009099,ACCOUNT_FREEZE,SUCCESS,29.65,ALREADY_ACTIONED
INT-009100,CMP-009100,NO_ACTION,SUCCESS,24.17,ACTED
INT-009101,CMP-009101,ENDPOINT_WATCH,PARTIAL,37.69,ACTED
INT-009102,CMP-009102,ENDPOINT_WATCH,SUCCESS,6.17,ACTED
INT-009103,CMP-009103,NO_ACTION,SUCCESS,41.26,NOT_ACTED
INT-009104,CMP-009104,LIEN_MARK,SUCCESS,4.32,ACTED
INT-009105,CMP-009105,LIEN_MARK,SUCCESS,14.12,OUT_OF_SCOPE
INT-009106,CMP-009106,LIEN_MARK,SUCCESS,7.21,ACTED
INT-009107,CMP-009107,ENDPOINT_WATCH,SUCCESS,14.24,NOT_ACTED
INT-009108,CMP-009108,ACCOUNT_FREEZE,PARTIAL,11.54,OUT_OF_SCOPE
INT-009109,CMP-009109,LIEN_MARK,SUCCESS,43.66,ACTED
INT-009110,CMP-009110,LIEN_MARK,SUCCESS,23.08,ACTED
INT-009111,CMP-009111,NO_ACTION,PARTIAL,23.43,ACTED
INT-009112,CMP-009112,LIEN_MARK,SUCCESS,47.28,OUT_OF_SCOPE
INT-009113,CMP-009113,LIEN_MARK,SUCCESS,40.3,ALREADY_ACTIONED
INT-009114,CMP-009114,LIEN_MARK,SUCCESS,22.71,ACTED
INT-009115,CMP-009115,ACCOUNT_FREEZE,SUCCESS,14.74,NOT_ACTED
INT-009116,CMP-009116,ENDPOINT_WATCH,SUCCESS,41.56,ACTED
INT-009117,CMP-009117,NO_ACTION,SUCCESS,47.65,ACTED
INT-009118,CMP-009118,ACCOUNT_FREEZE,SUCCESS,29.89,ACTED
INT-009119,CMP-009119,NO_ACTION,PARTIAL,45.99,NOT_ACTED
INT-009120,CMP-009120,LIEN_MARK,SUCCESS,18.37,ACTED
INT-009121,CMP-009121,JURISDICTION_HANDOFF,NO_ACTION,17.23,ALREADY_ACTIONED
INT-009122,CMP-009122,JURISDICTION_HANDOFF,PARTIAL,15.28,ALREADY_ACTIONED
INT-009123,CMP-009123,ENDPOINT_WATCH,PARTIAL,27.33,ALREADY_ACTIONED
INT-009124,CMP-009124,ENDPOINT_WATCH,SUCCESS,41.88,FALSE_POSITIVE
INT-009125,CMP-009125,LIEN_MARK,SUCCESS,17.08,ALREADY_ACTIONED
INT-009126,CMP-009126,ACCOUNT_FREEZE,NO_ACTION,4.23,ACTED
INT-009127,CMP-009127,LIEN_MARK,PARTIAL,22.33,ACTED
INT-009128,CMP-009128,NO_ACTION,NO_ACTION,39.45,ACTED
INT-009129,CMP-009129,NO_ACTION,PARTIAL,36.2,ALREADY_ACTIONED
INT-009130,CMP-009130,ACCOUNT_FREEZE,SUCCESS,19.55,ALREADY_ACTIONED
INT-009131,CMP-009131,ACCOUNT_FREEZE,SUCCESS,7.54,ACTED
INT-009132,CMP-009132,NO_ACTION,SUCCESS,17.94,NOT_ACTED
INT-009133,CMP-009133,ENDPOINT_WATCH,NO_ACTION,34.23,OUT_OF_SCOPE
INT-009134,CMP-009134,JURISDICTION_HANDOFF,SUCCESS,17.64,OUT_OF_SCOPE
INT-009135,CMP-009135,ACCOUNT_FREEZE,NO_ACTION,34.12,ACTED
INT-009136,CMP-009136,ACCOUNT_FREEZE,PARTIAL,35.18,ACTED
INT-009137,CMP-009137,ACCOUNT_FREEZE,SUCCESS,7.24,ACTED
INT-009138,CMP-009138,ACCOUNT_FREEZE,SUCCESS,28.54,ACTED
INT-009139,CMP-009139,NO_ACTION,SUCCESS,22.92,ACTED
INT-009140,CMP-009140,LIEN_MARK,NO_ACTION,36.79,ACTED
INT-009141,CMP-009141,NO_ACTION,NO_ACTION,8.42,NOT_ACTED
INT-009142,CMP-009142,JURISDICTION_HANDOFF,PARTIAL,8.28,NOT_ACTED
INT-009143,CMP-009143,LIEN_MARK,NO_ACTION,17.42,ACTED
INT-009144,CMP-009144,ACCOUNT_FREEZE,NO_ACTION,33.36,OUT_OF_SCOPE
INT-009145,CMP-009145,ENDPOINT_WATCH,SUCCESS,29.13,FALSE_POSITIVE
INT-009146,CMP-009146,NO_ACTION,SUCCESS,11.15,FALSE_POSITIVE
INT-009147,CMP-009147,JURISDICTION_HANDOFF,SUCCESS,23.92,FALSE_POSITIVE
INT-009148,CMP-009148,ACCOUNT_FREEZE,NO_ACTION,35.6,ACTED
INT-009149,CMP-009149,JURISDICTION_HANDOFF,SUCCESS,44.22,NOT_ACTED
INT-009150,CMP-009150,ENDPOINT_WATCH,SUCCESS,3.06,ACTED
INT-009151,CMP-009151,ACCOUNT_FREEZE,SUCCESS,20.42,ACTED
INT-009152,CMP-009152,ACCOUNT_FREEZE,PARTIAL,19.86,ACTED
INT-009153,CMP-009153,NO_ACTION,PARTIAL,47.27,ACTED
INT-009154,CMP-009154,LIEN_MARK,PARTIAL,39.64,ACTED
INT-009155,CMP-009155,ENDPOINT_WATCH,SUCCESS,3.18,ACTED
INT-009156,CMP-009156,JURISDICTION_HANDOFF,SUCCESS,8.13,NOT_ACTED
INT-009157,CMP-009157,LIEN_MARK,SUCCESS,11.02,FALSE_POSITIVE
INT-009158,CMP-009158,ACCOUNT_FREEZE,NO_ACTION,28.19,OUT_OF_SCOPE
INT-009159,CMP-009159,ACCOUNT_FREEZE,NO_ACTION,43.84,NOT_ACTED
INT-009160,CMP-009160,ENDPOINT_WATCH,SUCCESS,45.62,ACTED
INT-009161,CMP-009161,ACCOUNT_FREEZE,SUCCESS,31.29,ACTED
INT-009162,CMP-009162,LIEN_MARK,SUCCESS,18.66,OUT_OF_SCOPE
INT-009163,CMP-009163,NO_ACTION,PARTIAL,8.47,ACTED
INT-009164,CMP-009164,LIEN_MARK,PARTIAL,11.75,OUT_OF_SCOPE
INT-009165,CMP-009165,ENDPOINT_WATCH,PARTIAL,14.89,ACTED
INT-009166,CMP-009166,LIEN_MARK,SUCCESS,36.01,ALREADY_ACTIONED
INT-009167,CMP-009167,LIEN_MARK,SUCCESS,23.37,ACTED
INT-009168,CMP-009168,NO_ACTION,SUCCESS,39.45,FALSE_POSITIVE
INT-009169,CMP-009169,ACCOUNT_FREEZE,SUCCESS,39.17,NOT_ACTED
INT-009170,CMP-009170,NO_ACTION,SUCCESS,17.41,ALREADY_ACTIONED
