entity_id,entity_type,state,external_ref,linked_entity_count,synthetic_risk_seed
ENT-009368,MERCHANT,Bihar,ENT-REF-526786,38,0.3439
ENT-009369,BENEFICIARY,Delhi,ENT-REF-473206,24,0.0911
ENT-009370,PHONE,Tamil Nadu,ENT-REF-481625,48,0.314
ENT-009371,MERCHANT,Madhya Pradesh,ENT-REF-851481,19,0.3856
ENT-009372,PHONE,Telangana,ENT-REF-563970,55,0.2684
ENT-009373,WALLET,West Bengal,ENT-REF-599734,45,0.4644
ENT-009374,DEVICE,Madhya Pradesh,ENT-REF-342522,50,0.1346
ENT-009375,PHONE,Uttar Pradesh,ENT-REF-826322,1,0.1497
ENT-009376,PHONE,Maharashtra,ENT-REF-761377,73,0.033
ENT-009377,PHONE,Maharashtra,ENT-REF-858765,15,0.1977
ENT-009378,DEVICE,Karnataka,ENT-REF-144850,33,0.2249
ENT-009379,PHONE,Delhi,ENT-REF-909179,61,0.1037
ENT-009380,WALLET,Rajasthan,ENT-REF-335409,30,0.0069
ENT-009381,BENEFICIARY,Tamil Nadu,ENT-REF-682462,30,0.0167
ENT-009382,ACCOUNT,Madhya Pradesh,ENT-REF-284721,55,0.5437
ENT-009383,PHONE,Bihar,ENT-REF-190939,34,0.1453
ENT-009384,ACCOUNT,Bihar,ENT-REF-694649,71,0.2773
ENT-009385,ACCOUNT,Rajasthan,ENT-REF-513165,67,0.1223
ENT-009386,WALLET,Rajasthan,ENT-REF-161750,65,0.0534
ENT-009387,DEVICE,Uttar Pradesh,ENT-REF-676152,54,0.31
ENT-009388,ACCOUNT,Tamil Nadu,ENT-REF-732660,50,0.1274
ENT-009389,WALLET,Uttar Pradesh,ENT-REF-607336,79,0.1636
ENT-009390,ACCOUNT,Uttar Pradesh,ENT-REF-862732,45,0.1901
ENT-009391,ACCOUNT,Delhi,ENT-REF-890161,26,0.074
ENT-009392,PHONE,Delhi,ENT-REF-149927,72,0.3218
ENT-009393,ACCOUNT,West Bengal,ENT-REF-926217,51,0.0867
ENT-009394,ACCOUNT,Tamil Nadu,ENT-REF-213992,62,0.2325
ENT-009395,DEVICE,Rajasthan,ENT-REF-222514,67,0.0262
ENT-009396,ACCOUNT,Uttar Pradesh,ENT-REF-474683,47,0.1026
ENT-009397,PHONE,West Bengal,ENT-REF-935934,33,0.3135
ENT-009398,WALLET,Maharashtra,ENT-REF-632700,32,0.0605
ENT-009399,DEVICE,Uttar Pradesh,ENT-REF-629225,53,0.62
ENT-009400,WALLET,Tamil Nadu,ENT-REF-298052,65,0.1124
ENT-009401,PHONE,Karnataka,ENT-REF-552985,58,0.4479
ENT-009402,MERCHANT,Karnataka,ENT-REF-879218,68,0.2262
ENT-009403,MERCHANT,Rajasthan,ENT-REF-296007,9,0.2738
ENT-009404,PHONE,West Bengal,ENT-REF-778018,63,0.4749
ENT-009405,MERCHANT,Karnataka,ENT-REF-999422,9,0.0676
ENT-009406,ACCOUNT,West Bengal,ENT-REF-589325,19,0.3522
ENT-009407,ACCOUNT,Tamil Nadu,ENT-REF-123349,58,0.0218
ENT-009408,BENEFICIARY,Rajasthan,ENT-REF-746419,6,0.2769
ENT-009409,PHONE,Tamil Nadu,ENT-REF-296262,13,0.1221
ENT-009410,ACCOUNT,Bihar,ENT-REF-860600,78,0.1666
ENT-009411,ACCOUNT,Maharashtra,ENT-REF-810441,22,0.191
ENT-009412,MERCHANT,Delhi,ENT-REF-145411,29,0.1895
ENT-009413,BENEFICIARY,Rajasthan,ENT-REF-968080,64,0.1288
ENT-009414,PHONE,Maharashtra,ENT-REF-764125,42,0.108
ENT-009415,PHONE,West Bengal,ENT-REF-905752,39,0.2099
ENT-009416,PHONE,Uttar Pradesh,ENT-REF-390570,55,0.1689
ENT-009417,PHONE,Rajasthan,ENT-REF-266544,21,0.1989
ENT-009418,ACCOUNT,Uttar Pradesh,ENT-REF-718033,50,0.1555
ENT-009419,WALLET,Bihar,ENT-REF-721303,4,0.1738
ENT-009420,ACCOUNT,Bihar,ENT-REF-873938,22,0.0221
ENT-009421,ACCOUNT,Karnataka,ENT-REF-963815,68,0.1182
ENT-009422,PHONE,Tamil Nadu,ENT-REF-288192,61,0.3291
ENT-009423,PHONE,Bihar,ENT-REF-189910,67,0.3016
ENT-009424,DEVICE,Bihar,ENT-REF-743490,3,0.0923
ENT-009425,BENEFICIARY,West Bengal,ENT-REF-424907,75,0.2275
ENT-009426,ACCOUNT,Uttar Pradesh,ENT-REF-752357,63,0.1258
ENT-009427,WALLET,Telangana,ENT-REF-356860,21,0.0648
ENT-009428,ACCOUNT,Uttar Pradesh,ENT-REF-505047,70,0.197
ENT-009429,MERCHANT,Uttar Pradesh,ENT-REF-122414,28,0.1329
ENT-009430,PHONE,Karnataka,ENT-REF-913434,59,0.1755
ENT-009431,MERCHANT,Maharashtra,ENT-REF-143183,66,0.0573
ENT-009432,ACCOUNT,Maharashtra,ENT-REF-796333,27,0.5425
ENT-009433,PHONE,Madhya Pradesh,ENT-REF-118666,27,0.3459
ENT-009434,DEVICE,Madhya Pradesh,ENT-REF-532787,30,0.1949
ENT-009435,PHONE,Bihar,ENT-REF-983693,39,0.3326
ENT-009436,PHONE,Uttar Pradesh,ENT-REF-718718,21,0.0683
ENT-009437,ACCOUNT,Telangana,ENT-REF-885088,65,0.1288
ENT-009438,PHONE,Tamil Nadu,ENT-REF-208070,54,0.0791
ENT-009439,PHONE,Karnataka,ENT-REF-856868,8,0.1374
ENT-009440,ACCOUNT,West Bengal,ENT-REF-935249,23,0.0374
ENT-009441,MERCHANT,Karnataka,ENT-REF-943785,32,0.2139
ENT-009442,ACCOUNT,Bihar,ENT-REF-774668,10,0.1406
ENT-009443,WALLET,Maharashtra,ENT-REF-468223,55,0.3679
ENT-009444,PHONE,Madhya Pradesh,ENT-REF-400863,39,0.1112
ENT-009445,ACCOUNT,Delhi,ENT-REF-787951,13,0.2096
ENT-009446,MERCHANT,Uttar Pradesh,ENT-REF-841880,17,0.293
ENT-009447,BENEFICIARY,Karnataka,ENT-REF-839912,50,0.1148
ENT-009448,DEVICE,West Bengal,ENT-REF-413607,29,0.2144
ENT-009449,ACCOUNT,Madhya Pradesh,ENT-REF-898012,4,0.0737
ENT-009450,ACCOUNT,Karnataka,ENT-REF-367234,29,0.1898
ENT-009451,MERCHANT,Maharashtra,ENT-REF-119938,46,0.1078
ENT-009452,BENEFICIARY,Tamil Nadu,ENT-REF-465207,29,0.0846
ENT-009453,ACCOUNT,West Bengal,ENT-REF-422113,60,0.2244
ENT-009454,ACCOUNT,Madhya Pradesh,ENT-REF-537427,9,0.0859
ENT-009455,BENEFICIARY,Madhya Pradesh,ENT-REF-217911,53,0.1224
ENT-009456,DEVICE,Uttar Pradesh,ENT-REF-215564,20,0.0282
ENT-009457,WALLET,Maharashtra,ENT-REF-532199,34,0.2492
ENT-009458,ACCOUNT,Delhi,ENT-REF-836438,33,0.0287
ENT-009459,PHONE,Tamil Nadu,ENT-REF-884757,34,0.0908
ENT-009460,MERCHANT,Telangana,ENT-REF-510107,25,0.3128
ENT-009461,PHONE,Karnataka,ENT-REF-590404,74,0.253
ENT-009462,WALLET,Delhi,ENT-REF-148887,50,0.1978
ENT-009463,WALLET,Rajasthan,ENT-REF-684018,13,0.1525
ENT-009464,BENEFICIARY,Rajasthan,ENT-REF-729749,78,0.0407
ENT-009465,WALLET,Tamil Nadu,ENT-REF-131113,8,0.055
ENT-009466,DEVICE,Maharashtra,ENT-REF-777186,66,0.1641
ENT-009467,ACCOUNT,Maharashtra,ENT-REF-234704,9,0.0485
ENT-009468,ACCOUNT,Tamil Nadu,ENT-REF-407661,77,0.1534
ENT-009469,BENEFICIARY,Telangana,ENT-REF-416533,40,0.2461
ENT-009470,BENEFICIARY,Delhi,ENT-REF-403848,36,0.0943
ENT-009471,ACCOUNT,Delhi,ENT-REF-684724,16,0.2376
ENT-009472,ACCOUNT,Maharashtra,ENT-REF-431072,70,0.0405
ENT-009473,ACCOUNT,Rajasthan,ENT-REF-420349,57,0.411
ENT-009474,WALLET,Bihar,ENT-REF-436399,36,0.107
ENT-009475,PHONE,Uttar Pradesh,ENT-REF-882863,79,0.2412
ENT-009476,ACCOUNT,Maharashtra,ENT-REF-140175,5,0.1066
ENT-009477,BENEFICIARY,Delhi,ENT-REF-948497,69,0.0894
ENT-009478,WALLET,Madhya Pradesh,ENT-REF-743742,7,0.0964
ENT-009479,ACCOUNT,Telangana,ENT-REF-535835,41,0.1878
ENT-009480,WALLET,West Bengal,ENT-REF-904019,8,0.2905
ENT-009481,BENEFICIARY,Rajasthan,ENT-REF-389891,58,0.3456
ENT-009482,ACCOUNT,Tamil Nadu,ENT-REF-824119,8,0.1149
ENT-009483,ACCOUNT,Tamil Nadu,ENT-REF-777042,58,0.3956
ENT-009484,PHONE,Rajasthan,ENT-REF-963086,3,0.4897
ENT-009485,MERCHANT,Rajasthan,ENT-REF-894688,62,0.2521
ENT-009486,WALLET,Delhi,ENT-REF-458385,71,0.1893
ENT-009487,ACCOUNT,Madhya Pradesh,ENT-REF-769740,14,0.2832
ENT-009488,DEVICE,West Bengal,ENT-REF-497583,61,0.2747
ENT-009489,BENEFICIARY,Rajasthan,ENT-REF-753805,36,0.0843
ENT-009490,PHONE,Karnataka,ENT-REF-955570,4,0.2217
ENT-009491,ACCOUNT,Maharashtra,ENT-REF-770295,10,0.222
ENT-009492,MERCHANT,Telangana,ENT-REF-551703,26,0.1181
ENT-009493,BENEFICIARY,Karnataka,ENT-REF-849945,25,0.1002
ENT-009494,DEVICE,Rajasthan,ENT-REF-520077,60,0.0499
ENT-009495,PHONE,Maharashtra,ENT-REF-413762,61,0.3237
ENT-009496,ACCOUNT,Uttar Pradesh,ENT-REF-645348,47,0.0556
ENT-009497,DEVICE,Maharashtra,ENT-REF-871319,32,0.2046
ENT-009498,PHONE,Rajasthan,ENT-REF-848454,27,0.2849
ENT-009499,BENEFICIARY,Karnataka,ENT-REF-965668,62,0.0755
ENT-009500,DEVICE,Delhi,ENT-REF-638906,7,0.1911
ENT-009501,WALLET,Madhya Pradesh,ENT-REF-562209,23,0.125
ENT-009502,MERCHANT,Karnataka,ENT-REF-847271,14,0.0555
ENT-009503,MERCHANT,Telangana,ENT-REF-207109,47,0.1302
ENT-009504,BENEFICIARY,Tamil Nadu,ENT-REF-750443,5,0.3079
ENT-009505,BENEFICIARY,Rajasthan,ENT-REF-981474,24,0.204
ENT-009506,DEVICE,Bihar,ENT-REF-726337,29,0.0277
ENT-009507,ACCOUNT,West Bengal,ENT-REF-760506,55,0.2501
ENT-009508,BENEFICIARY,Uttar Pradesh,ENT-REF-326796,23,0.0653
ENT-009509,PHONE,Karnataka,ENT-REF-324178,23,0.2746
ENT-009510,PHONE,Madhya Pradesh,ENT-REF-411631,79,0.1464
ENT-009511,ACCOUNT,Madhya Pradesh,ENT-REF-619576,51,0.2271
ENT-009512,PHONE,Karnataka,ENT-REF-558116,53,0.0241
ENT-009513,MERCHANT,West Bengal,ENT-REF-491845,42,0.025
ENT-009514,ACCOUNT,Rajasthan,ENT-REF-391160,13,0.1994
ENT-009515,BENEFICIARY,Telangana,ENT-REF-812424,8,0.0673
ENT-009516,PHONE,Rajasthan,ENT-REF-216822,73,0.1
ENT-009517,BENEFICIARY,Rajasthan,ENT-REF-487145,65,0.0475
ENT-009518,MERCHANT,Tamil Nadu,ENT-REF-747941,70,0.0631
ENT-009519,BENEFICIARY,Madhya Pradesh,ENT-REF-367985,40,0.1838
ENT-009520,PHONE,Madhya Pradesh,ENT-REF-619311,78,0.1502
ENT-009521,DEVICE,West Bengal,ENT-REF-544370,49,0.379
ENT-009522,BENEFICIARY,Uttar Pradesh,ENT-REF-599717,3,0.1384
ENT-009523,PHONE,West Bengal,ENT-REF-679914,13,0.4153
ENT-009524,PHONE,Tamil Nadu,ENT-REF-676774,71,0.1559
ENT-009525,ACCOUNT,Maharashtra,ENT-REF-258874,39,0.113
ENT-009526,DEVICE,Rajasthan,ENT-REF-574513,63,0.1392
ENT-009527,ACCOUNT,Telangana,ENT-REF-478973,60,0.2259
ENT-009528,PHONE,Madhya Pradesh,ENT-REF-510894,18,0.1405
ENT-009529,DEVICE,West Bengal,ENT-REF-719801,60,0.1354
ENT-009530,PHONE,Maharashtra,ENT-REF-948350,75,0.1911
ENT-009531,WALLET,Maharashtra,ENT-REF-409749,68,0.0467
ENT-009532,DEVICE,Delhi,ENT-REF-745504,39,0.4656
ENT-009533,WALLET,Delhi,ENT-REF-813936,2,0.1716
ENT-009534,PHONE,West Bengal,ENT-REF-438487,26,0.2732
ENT-009535,ACCOUNT,Tamil Nadu,ENT-REF-459307,54,0.0873
ENT-009536,PHONE,Tamil Nadu,ENT-REF-615512,15,0.2438
ENT-009537,PHONE,West Bengal,ENT-REF-755772,12,0.031
ENT-009538,PHONE,Maharashtra,ENT-REF-573248,20,0.0505
ENT-009539,ACCOUNT,Karnataka,ENT-REF-939721,41,0.2509
ENT-009540,BENEFICIARY,Maharashtra,ENT-REF-959173,65,0.0057
ENT-009541,ACCOUNT,Maharashtra,ENT-REF-493010,64,0.1346
ENT-009542,ACCOUNT,Uttar Pradesh,ENT-REF-219832,39,0.1941
ENT-009543,WALLET,Maharashtra,ENT-REF-935434,17,0.1702
ENT-009544,BENEFICIARY,Maharashtra,ENT-REF-105793,66,0.4114
ENT-009545,WALLET,Delhi,ENT-REF-821905,6,0.2826
ENT-009546,BENEFICIARY,Madhya Pradesh,ENT-REF-281707,22,0.2606
ENT-009547,ACCOUNT,Rajasthan,ENT-REF-126841,33,0.6066
ENT-009548,PHONE,Tamil Nadu,ENT-REF-341430,62,0.0444
ENT-009549,MERCHANT,Uttar Pradesh,ENT-REF-749873,17,0.0552
ENT-009550,DEVICE,Delhi,ENT-REF-711671,45,0.3853
ENT-009551,BENEFICIARY,Madhya Pradesh,ENT-REF-364471,48,0.0855
ENT-009552,MERCHANT,Tamil Nadu,ENT-REF-230028,1,0.0589
ENT-009553,DEVICE,Bihar,ENT-REF-584995,44,0.3716
ENT-009554,BENEFICIARY,Tamil Nadu,ENT-REF-848637,10,0.2607
ENT-009555,MERCHANT,West Bengal,ENT-REF-942290,33,0.0259
ENT-009556,ACCOUNT,Delhi,ENT-REF-923088,38,0.1207
ENT-009557,PHONE,Telangana,ENT-REF-571096,28,0.3657
ENT-009558,ACCOUNT,Madhya Pradesh,ENT-REF-466300,23,0.26
ENT-009559,WALLET,West Bengal,ENT-REF-695021,42,0.1155
ENT-009560,ACCOUNT,Karnataka,ENT-REF-564677,29,0.1824
ENT-009561,PHONE,Delhi,ENT-REF-144192,76,0.1274
ENT-009562,DEVICE,Uttar Pradesh,ENT-REF-701139,52,0.2416
ENT-009563,PHONE,Telangana,ENT-REF-917118,34,0.1889
ENT-009564,ACCOUNT,Rajasthan,ENT-REF-543516,34,0.2294
ENT-009565,ACCOUNT,Tamil Nadu,ENT-REF-744174,78,0.0157
ENT-009566,BENEFICIARY,Tamil Nadu,ENT-REF-453004,10,0.0884
ENT-009567,ACCOUNT,Delhi,ENT-REF-434588,15,0.1339
ENT-009568,MERCHANT,Telangana,ENT-REF-467809,20,0.2879
ENT-009569,ACCOUNT,Madhya Pradesh,ENT-REF-177964,43,0.521
ENT-009570,DEVICE,Tamil Nadu,ENT-REF-368100,62,0.1468
ENT-009571,ACCOUNT,Rajasthan,ENT-REF-429265,5,0.3021
ENT-009572,BENEFICIARY,Tamil Nadu,ENT-REF-837231,11,0.2199
ENT-009573,PHONE,Telangana,ENT-REF-584535,2,0.3088
ENT-009574,PHONE,Bihar,ENT-REF-851460,73,0.289
ENT-009575,BENEFICIARY,Bihar,ENT-REF-239573,7,0.4897
ENT-009576,ACCOUNT,Madhya Pradesh,ENT-REF-624267,8,0.0566
ENT-009577,ACCOUNT,Bihar,ENT-REF-976659,2,0.1387
ENT-009578,DEVICE,West Bengal,ENT-REF-210118,11,0.2993
ENT-009579,PHONE,Delhi,ENT-REF-832118,27,0.0321
ENT-009580,ACCOUNT,Bihar,ENT-REF-865899,4,0.1509
ENT-009581,DEVICE,Rajasthan,ENT-REF-936535,21,0.1607
ENT-009582,WALLET,West Bengal,ENT-REF-765521,45,0.3259
ENT-009583,BENEFICIARY,Delhi,ENT-REF-551074,6,0.0685
ENT-009584,ACCOUNT,Maharashtra,ENT-REF-724408,56,0.0502
ENT-009585,WALLET,Uttar Pradesh,ENT-REF-529961,33,0.1904
ENT-009586,MERCHANT,Telangana,ENT-REF-223831,35,0.0419
ENT-009587,PHONE,Tamil Nadu,ENT-REF-833792,46,0.2323
ENT-009588,DEVICE,Delhi,ENT-REF-727738,46,0.1287
ENT-009589,BENEFICIARY,Telangana,ENT-REF-751931,30,0.2755
ENT-009590,BENEFICIARY,Bihar,ENT-REF-847527,49,0.078
ENT-009591,MERCHANT,Karnataka,ENT-REF-356691,37,0.0039
ENT-009592,WALLET,Maharashtra,ENT-REF-261280,25,0.0246
ENT-009593,PHONE,Rajasthan,ENT-REF-518082,24,0.1991
ENT-009594,ACCOUNT,Tamil Nadu,ENT-REF-223717,3,0.3396
ENT-009595,PHONE,Bihar,ENT-REF-920490,24,0.0658
ENT-009596,BENEFICIARY,Karnataka,ENT-REF-851624,75,0.1041
ENT-009597,MERCHANT,Karnataka,ENT-REF-546666,39,0.2093
ENT-009598,PHONE,West Bengal,ENT-REF-651409,54,0.1357
ENT-009599,PHONE,Delhi,ENT-REF-488933,73,0.1068
ENT-009600,ACCOUNT,Madhya Pradesh,ENT-REF-561478,16,0.255
ENT-009601,WALLET,Bihar,ENT-REF-812007,4,0.2163
ENT-009602,MERCHANT,Tamil Nadu,ENT-REF-898722,65,0.0898
ENT-009603,BENEFICIARY,Maharashtra,ENT-REF-507575,26,0.0729
ENT-009604,MERCHANT,Bihar,ENT-REF-123039,1,0.5393
ENT-009605,ACCOUNT,Rajasthan,ENT-REF-591990,58,0.1827
ENT-009606,MERCHANT,West Bengal,ENT-REF-325834,17,0.1012
ENT-009607,DEVICE,Uttar Pradesh,ENT-REF-564662,55,0.2942
ENT-009608,MERCHANT,Uttar Pradesh,ENT-REF-763840,47,0.1524
ENT-009609,ACCOUNT,Uttar Pradesh,ENT-REF-258746,20,0.1629
ENT-009610,ACCOUNT,Delhi,ENT-REF-904964,76,0.2812
ENT-009611,BENEFICIARY,Rajasthan,ENT-REF-335035,54,0.2372
ENT-009612,PHONE,Maharashtra,ENT-REF-579904,54,0.1168
ENT-009613,BENEFICIARY,Karnataka,ENT-REF-891157,38,0.0947
ENT-009614,PHONE,Telangana,ENT-REF-840315,49,0.1433
ENT-009615,ACCOUNT,Maharashtra,ENT-REF-738764,6,0.1279
ENT-009616,DEVICE,Uttar Pradesh,ENT-REF-635935,65,0.1668
ENT-009617,DEVICE,Madhya Pradesh,ENT-REF-139632,59,0.1991
ENT-009618,ACCOUNT,Maharashtra,ENT-REF-770654,48,0.0328
ENT-009619,MERCHANT,Uttar Pradesh,ENT-REF-326187,5,0.128
ENT-009620,DEVICE,Uttar Pradesh,ENT-REF-187224,62,0.1239
ENT-009621,PHONE,Uttar Pradesh,ENT-REF-409817,22,0.0757
ENT-009622,ACCOUNT,Telangana,ENT-REF-780733,54,0.2889
ENT-009623,ACCOUNT,Tamil Nadu,ENT-REF-674019,51,0.1233
ENT-009624,BENEFICIARY,West Bengal,ENT-REF-236623,78,0.3203
ENT-009625,BENEFICIARY,Delhi,ENT-REF-706576,61,0.1189
ENT-009626,DEVICE,Rajasthan,ENT-REF-701623,24,0.0921
ENT-009627,ACCOUNT,Tamil Nadu,ENT-REF-450316,4,0.0845
ENT-009628,PHONE,Madhya Pradesh,ENT-REF-255817,9,0.172
ENT-009629,PHONE,West Bengal,ENT-REF-592409,66,0.0168
ENT-009630,MERCHANT,Uttar Pradesh,ENT-REF-209190,15,0.1282
ENT-009631,ACCOUNT,Uttar Pradesh,ENT-REF-740511,25,0.0613
ENT-009632,PHONE,Maharashtra,ENT-REF-245020,77,0.336
ENT-009633,MERCHANT,Karnataka,ENT-REF-818911,48,0.2237
ENT-009634,ACCOUNT,Delhi,ENT-REF-152936,23,0.1402
ENT-009635,MERCHANT,Tamil Nadu,ENT-REF-684607,1,0.2529
ENT-009636,ACCOUNT,Telangana,ENT-REF-685829,25,0.2785
ENT-009637,ACCOUNT,Telangana,ENT-REF-605846,51,0.1702
ENT-009638,WALLET,Uttar Pradesh,ENT-REF-946955,43,0.2851
ENT-009639,ACCOUNT,Madhya Pradesh,ENT-REF-321356,64,0.2447
ENT-009640,DEVICE,Rajasthan,ENT-REF-638162,69,0.0412
ENT-009641,WALLET,Tamil Nadu,ENT-REF-794620,2,0.3817
ENT-009642,BENEFICIARY,Uttar Pradesh,ENT-REF-412511,68,0.0684
ENT-009643,DEVICE,Rajasthan,ENT-REF-529414,38,0.1881
ENT-009644,BENEFICIARY,Delhi,ENT-REF-959503,52,0.2528
ENT-009645,PHONE,Karnataka,ENT-REF-268343,38,0.0416
ENT-009646,MERCHANT,Rajasthan,ENT-REF-365123,53,0.3411
ENT-009647,ACCOUNT,West Bengal,ENT-REF-784651,44,0.3197
ENT-009648,ACCOUNT,Karnataka,ENT-REF-798715,44,0.1974
ENT-009649,DEVICE,West Bengal,ENT-REF-856526,51,0.0791
ENT-009650,PHONE,Madhya Pradesh,ENT-REF-938136,50,0.0988
ENT-009651,ACCOUNT,Maharashtra,ENT-REF-946609,41,0.1125
ENT-009652,ACCOUNT,Bihar,ENT-REF-376037,4,0.3664
ENT-009653,ACCOUNT,Tamil Nadu,ENT-REF-957362,44,0.0598
ENT-009654,MERCHANT,Maharashtra,ENT-REF-330884,68,0.1659
ENT-009655,PHONE,Uttar Pradesh,ENT-REF-807938,54,0.1174
ENT-009656,PHONE,Telangana,ENT-REF-612940,38,0.1298
ENT-009657,ACCOUNT,Telangana,ENT-REF-509422,48,0.0499
ENT-009658,PHONE,Karnataka,ENT-REF-920692,26,0.5115
ENT-009659,ACCOUNT,Tamil Nadu,ENT-REF-281234,72,0.0953
ENT-009660,BENEFICIARY,Delhi,ENT-REF-396351,1,0.5022
ENT-009661,ACCOUNT,Bihar,ENT-REF-276237,8,0.0426
ENT-009662,BENEFICIARY,West Bengal,ENT-REF-279443,9,0.5255
ENT-009663,PHONE,Rajasthan,ENT-REF-658365,76,0.387
ENT-009664,PHONE,West Bengal,ENT-REF-348296,20,0.3213
ENT-009665,DEVICE,Karnataka,ENT-REF-647040,74,0.1224
ENT-009666,DEVICE,Rajasthan,ENT-REF-788370,31,0.3376
ENT-009667,PHONE,Tamil Nadu,ENT-REF-520141,15,0.1283
ENT-009668,ACCOUNT,Tamil Nadu,ENT-REF-882163,3,0.1468
ENT-009669,PHONE,Tamil Nadu,ENT-REF-682246,73,0.1421
ENT-009670,BENEFICIARY,Uttar Pradesh,ENT-REF-391448,6,0.1242
ENT-009671,WALLET,Maharashtra,ENT-REF-652382,35,0.0425
ENT-009672,BENEFICIARY,Rajasthan,ENT-REF-110692,31,0.1272
ENT-009673,DEVICE,Karnataka,ENT-REF-992675,18,0.1446
ENT-009674,BENEFICIARY,Uttar Pradesh,ENT-REF-605300,34,0.0803
ENT-009675,ACCOUNT,Tamil Nadu,ENT-REF-680001,75,0.1604
ENT-009676,ACCOUNT,Maharashtra,ENT-REF-762193,41,0.3638
ENT-009677,ACCOUNT,West Bengal,ENT-REF-836648,32,0.5102
ENT-009678,ACCOUNT,Maharashtra,ENT-REF-972343,53,0.2958
ENT-009679,ACCOUNT,Telangana,ENT-REF-243911,25,0.0656
ENT-009680,ACCOUNT,Telangana,ENT-REF-528390,57,0.1237
ENT-009681,MERCHANT,Bihar,ENT-REF-752258,55,0.2364
ENT-009682,ACCOUNT,Madhya Pradesh,ENT-REF-753486,13,0.3665
ENT-009683,DEVICE,Rajasthan,ENT-REF-475998,63,0.1126
ENT-009684,WALLET,West Bengal,ENT-REF-661205,64,0.2227
ENT-009685,PHONE,Telangana,ENT-REF-751745,49,0.0718
ENT-009686,BENEFICIARY,Karnataka,ENT-REF-251695,51,0.1063
ENT-009687,BENEFICIARY,Maharashtra,ENT-REF-771045,71,0.2537
ENT-009688,PHONE,Telangana,ENT-REF-573249,19,0.0713
ENT-009689,ACCOUNT,Uttar Pradesh,ENT-REF-928532,10,0.2546
ENT-009690,MERCHANT,West Bengal,ENT-REF-285226,67,0.0142
ENT-009691,BENEFICIARY,West Bengal,ENT-REF-132679,15,0.0988
ENT-009692,ACCOUNT,Telangana,ENT-REF-305075,79,0.1527
ENT-009693,BENEFICIARY,Delhi,ENT-REF-268737,48,0.0858
ENT-009694,MERCHANT,Bihar,ENT-REF-563983,35,0.0115
ENT-009695,ACCOUNT,Karnataka,ENT-REF-177359,59,0.0348
ENT-009696,ACCOUNT,Uttar Pradesh,ENT-REF-890909,47,0.2616
ENT-009697,ACCOUNT,Madhya Pradesh,ENT-REF-425297,52,0.2911
ENT-009698,ACCOUNT,Maharashtra,ENT-REF-487501,65,0.2889
ENT-009699,PHONE,West Bengal,ENT-REF-161378,47,0.0591
ENT-009700,DEVICE,Karnataka,ENT-REF-480961,8,0.2256
ENT-009701,ACCOUNT,Delhi,ENT-REF-751067,79,0.302
ENT-009702,MERCHANT,Telangana,ENT-REF-711086,3,0.0773
ENT-009703,PHONE,Rajasthan,ENT-REF-276337,43,0.1362
ENT-009704,MERCHANT,West Bengal,ENT-REF-367697,79,0.2443
ENT-009705,BENEFICIARY,Maharashtra,ENT-REF-546930,18,0.0443
ENT-009706,MERCHANT,Delhi,ENT-REF-101431,58,0.1063
ENT-009707,PHONE,Maharashtra,ENT-REF-918937,60,0.0459
ENT-009708,WALLET,West Bengal,ENT-REF-864455,44,0.3021
ENT-009709,BENEFICIARY,Telangana,ENT-REF-150419,73,0.0816
ENT-009710,PHONE,Telangana,ENT-REF-924873,51,0.0645
ENT-009711,BENEFICIARY,Maharashtra,ENT-REF-489398,70,0.5154
ENT-009712,PHONE,Uttar Pradesh,ENT-REF-979176,61,0.3022
ENT-009713,WALLET,Delhi,ENT-REF-718766,26,0.138
ENT-009714,BENEFICIARY,Telangana,ENT-REF-949339,13,0.3335
ENT-009715,PHONE,Karnataka,ENT-REF-774346,53,0.1167
ENT-009716,ACCOUNT,Telangana,ENT-REF-815302,30,0.1493
ENT-009717,DEVICE,Bihar,ENT-REF-439203,76,0.063
ENT-009718,DEVICE,Delhi,ENT-REF-657975,47,0.1203
ENT-009719,ACCOUNT,Telangana,ENT-REF-681902,54,0.0523
ENT-009720,MERCHANT,West Bengal,ENT-REF-216137,31,0.1439
ENT-009721,PHONE,Maharashtra,ENT-REF-419678,21,0.2311
ENT-009722,DEVICE,Tamil Nadu,ENT-REF-580022,17,0.2434
ENT-009723,PHONE,Tamil Nadu,ENT-REF-901011,41,0.2253
ENT-009724,ACCOUNT,Tamil Nadu,ENT-REF-571548,77,0.117
ENT-009725,WALLET,Tamil Nadu,ENT-REF-524966,29,0.1649
ENT-009726,WALLET,Karnataka,ENT-REF-512800,77,0.1971
ENT-009727,PHONE,Uttar Pradesh,ENT-REF-627555,40,0.2182
ENT-009728,PHONE,Maharashtra,ENT-REF-371141,22,0.3442
ENT-009729,MERCHANT,Telangana,ENT-REF-503882,78,0.1765
ENT-009730,BENEFICIARY,Tamil Nadu,ENT-REF-969215,20,0.078
ENT-009731,ACCOUNT,Rajasthan,ENT-REF-927806,38,0.358
ENT-009732,DEVICE,West Bengal,ENT-REF-252847,12,0.1946
ENT-009733,WALLET,Uttar Pradesh,ENT-REF-192834,63,0.2231
ENT-009734,DEVICE,Karnataka,ENT-REF-390388,44,0.0633
ENT-009735,PHONE,Telangana,ENT-REF-569315,50,0.2548
ENT-009736,MERCHANT,Delhi,ENT-REF-467136,57,0.2175
